sampledate,year4,month,daynum,max_air_temp_adjusted,max_air_temp_raw,min_air_temp_adjusted,min_air_temp_raw,ave_air_temp_adjusted,ave_air_temp_raw,range_air_temp_adjusted,precip_raw_mm,snow_raw_cm,snow_depth_cm,data_status
1889-04-04,1889,4,94,10.2,8.9,-5.3,-2.8,2.4,3.1,15.5,0,0,,F
1889-04-06,1889,4,96,11.9,10.6,-5.8,-3.3,3,3.6,17.7,0,0,,F
1889-04-07,1889,4,97,15.8,14.4,-4.2,-1.7,5.8,6.4,20,0,0,,F
1889-04-08,1889,4,98,17.4,16.1,5.3,7.8,11.3,11.9,12.1,0,0,,F
1889-04-09,1889,4,99,18,16.7,4.7,7.2,11.3,11.9,13.3,4.8,0,,F
1889-04-10,1889,4,100,19.7,18.3,4.7,7.2,12.1,12.8,15,0,0,,F
1889-04-11,1889,4,101,14.1,12.8,7.5,10,10.8,11.4,6.6,2.8,0,,F
1889-04-12,1889,4,102,12.4,11.1,1.4,3.9,6.9,7.5,11,19.8,0,,F
1889-04-13,1889,4,103,10.8,9.4,-3,-0.6,3.8,4.4,13.8,0,0,,F
1889-04-14,1889,4,104,9.7,8.3,-1.9,0.6,3.8,4.4,11.6,0,0,,F
1889-04-15,1889,4,105,14.7,13.3,-1.9,0.6,6.3,6.9,16.6,0,0,,F
1889-04-16,1889,4,106,19.1,17.8,-0.8,1.7,9.1,9.7,19.9,0,0,,F
1889-04-17,1889,4,107,17.4,16.1,6.4,8.9,11.9,12.5,11,0,0,,F
1889-04-18,1889,4,108,21.9,20.6,7,9.4,14.4,15,14.9,0,0,,F
1889-04-19,1889,4,109,19.7,18.3,7.5,10,13.5,14.2,12.2,4.3,0,,F
1889-04-20,1889,4,110,23.6,22.2,4.2,6.7,13.8,14.4,19.4,0,0,,F
1889-04-21,1889,4,111,20.2,18.9,3.6,6.1,11.9,12.5,16.6,0,0,,F
1889-04-22,1889,4,112,17.4,16.1,-0.3,2.2,8.5,9.2,17.7,0,0,,F
1889-04-23,1889,4,113,23.6,22.2,6.4,8.9,14.9,15.6,17.2,1.3,0,,F
1889-04-24,1889,4,114,18.6,17.2,2,4.4,10.2,10.8,16.6,10.4,0,,F
1889-04-25,1889,4,115,17.4,16.1,0.3,2.8,8.8,9.4,17.1,0,0,,F
1889-04-26,1889,4,116,23,21.7,3.1,5.6,13,13.6,19.9,4.3,0,,F
1889-04-27,1889,4,117,16.9,15.6,5.8,8.3,11.3,11.9,11.1,0,0,,F
1889-04-28,1889,4,118,10.8,9.4,2,4.4,6.3,6.9,8.8,0,0,,F
1889-04-29,1889,4,119,11.9,10.6,0.3,2.8,6,6.7,11.6,26.4,0,,F
1889-04-30,1889,4,120,13.6,12.2,-0.8,1.7,6.3,6.9,14.4,6.4,0,,F
1889-05-01,1889,5,121,11,10,0.5,3.3,5.8,6.7,10.5,0,0,,F
1889-05-02,1889,5,122,15.4,14.4,0,2.8,7.7,8.6,15.4,0,0,,F
1889-05-03,1889,5,123,19.8,18.9,1.1,3.9,10.5,11.4,18.7,0,0,,F
1889-05-04,1889,5,124,22.1,21.1,6.7,9.4,14.4,15.3,15.4,0,0,,F
1889-05-05,1889,5,125,24.3,23.3,6.7,9.4,15.5,16.4,17.6,0,0,,F
1889-05-06,1889,5,126,28.2,27.2,13.9,16.7,21,21.9,14.3,0,0,,F
1889-05-08,1889,5,128,28.7,27.8,12.8,15.6,20.8,21.7,15.9,0,0,,F
1889-05-09,1889,5,129,26,25,16.1,18.9,21,21.9,9.9,3.8,0,,F
1889-05-10,1889,5,130,26,25,14.4,17.2,20.2,21.1,11.6,0,0,,F
1889-05-11,1889,5,131,19.8,18.9,6.7,9.4,13.3,14.2,13.1,0,0,,F
1889-05-12,1889,5,132,20.4,19.4,6.1,8.9,13.3,14.2,14.3,0,0,,F
1889-05-13,1889,5,133,21.5,20.6,10,12.8,15.8,16.7,11.5,0,0,,F
1889-05-14,1889,5,134,21.5,20.6,6.7,9.4,14.1,15,14.8,0,0,,F
1889-05-15,1889,5,135,12.1,11.1,3.3,6.1,7.7,8.6,8.8,11.2,0,,F
1889-05-16,1889,5,136,28.2,27.2,5.5,8.3,16.9,17.8,22.7,7.9,0,,F
1889-05-17,1889,5,137,24.3,23.3,13.9,16.7,19.1,20,10.4,3.6,0,,F
1889-05-18,1889,5,138,20.4,19.4,10.5,13.3,15.5,16.4,9.9,9.9,0,,F
1889-05-19,1889,5,139,21.5,20.6,6.1,8.9,13.8,14.7,15.4,3.6,0,,F
1889-05-20,1889,5,140,14.8,13.9,5,7.8,9.9,10.8,9.8,0,0,,F
1889-05-21,1889,5,141,16.5,15.6,0.5,3.3,8.5,9.4,16,0.8,0,,F
1889-05-22,1889,5,142,16.5,15.6,0,2.8,8.3,9.2,16.5,0,0,,F
1889-05-23,1889,5,143,19.8,18.9,3.9,6.7,11.9,12.8,15.9,2.3,0,,F
1889-05-24,1889,5,144,19.3,18.3,7.2,10,13.3,14.2,12.1,0,0,,F
1889-05-25,1889,5,145,15.4,14.4,3.9,6.7,9.6,10.6,11.5,0.8,0,,F
1889-05-26,1889,5,146,12.6,11.7,6.1,8.9,9.4,10.3,6.5,25.1,0,,F
1889-05-27,1889,5,147,17.6,16.7,5.5,8.3,11.6,12.5,12.1,0,0,,F
1889-05-28,1889,5,148,14.3,13.3,1.1,3.9,7.7,8.6,13.2,0,0,,F
1889-05-29,1889,5,149,12.1,11.1,1.1,3.9,6.6,7.5,11,0,0,,F
1889-05-30,1889,5,150,10.4,9.4,-1.1,1.7,4.6,5.6,11.5,0,0,,F
1889-05-31,1889,5,151,8.7,7.8,-1.7,1.1,3.5,4.4,10.4,7.1,0,,F
1889-06-01,1889,6,152,13,11.1,2.4,5.6,7.8,8.3,10.6,1,0,,F
1889-06-02,1889,6,153,16.9,15,3,6.1,10,10.6,13.9,0,0,,F
1889-06-03,1889,6,154,15.2,13.3,4.6,7.8,10,10.6,10.6,0,0,,F
1889-06-04,1889,6,155,18.5,16.7,4.1,7.2,11.4,11.9,14.4,0,0,,F
1889-06-05,1889,6,156,24.6,22.8,5.7,8.9,15.3,15.8,18.9,0,0,,F
1889-06-06,1889,6,157,25.2,23.3,9.1,12.2,17.2,17.8,16.1,1.8,0,,F
1889-06-07,1889,6,158,25.7,23.9,13,16.1,19.5,20,12.7,1,0,,F
1889-06-08,1889,6,159,19.6,17.8,6.9,10,13.3,13.9,12.7,5.3,0,,F
1889-06-09,1889,6,160,13,11.1,5.7,8.9,9.5,10,7.3,8.4,0,,F
1889-06-11,1889,6,162,23.5,21.7,6.9,10,15.3,15.8,16.6,0,0,,F
1889-06-12,1889,6,163,25.7,23.9,9.1,12.2,17.5,18.1,16.6,0,0,,F
1889-06-13,1889,6,164,29.6,27.8,12.4,15.6,21.1,21.7,17.2,0,0,,F
1889-06-14,1889,6,165,28,26.1,13.5,16.7,20.8,21.4,14.5,0,0,,F
1889-06-15,1889,6,166,26.9,25,14.1,17.2,20.6,21.1,12.8,0.8,0,,F
1889-06-16,1889,6,167,26.3,24.4,12.4,15.6,19.5,20,13.9,26.9,0,,F
1889-06-17,1889,6,168,28,26.1,13,16.1,20.6,21.1,15,0,0,,F
1889-06-18,1889,6,169,30.2,28.3,13.5,16.7,22,22.5,16.7,1.3,0,,F
1889-06-19,1889,6,170,28,26.1,15.7,18.9,22,22.5,12.3,0,0,,F
1889-06-20,1889,6,171,24.1,22.2,12.4,15.6,18.3,18.9,11.7,11.7,0,,F
1889-06-21,1889,6,172,21.3,19.4,10.2,13.3,15.8,16.4,11.1,0,0,,F
1889-06-22,1889,6,173,18.5,16.7,6.9,10,12.8,13.3,11.6,0,0,,F
1889-06-23,1889,6,174,22.4,20.6,6.3,9.4,14.5,15,16.1,0,0,,F
1889-06-24,1889,6,175,24.6,22.8,5.7,8.9,15.3,15.8,18.9,0,0,,F
1889-06-25,1889,6,176,28,26.1,11.3,14.4,19.7,20.3,16.7,0,0,,F
1889-06-26,1889,6,177,29.1,27.2,12.4,15.6,20.8,21.4,16.7,0,0,,F
1889-06-27,1889,6,178,26.9,25,14.1,17.2,20.6,21.1,12.8,0,0,,F
1889-06-28,1889,6,179,28.5,26.7,11.3,14.4,20,20.6,17.2,0,0,,F
1889-06-29,1889,6,180,29.6,27.8,15.2,18.3,22.5,23.1,14.4,1.8,0,,F
1889-06-30,1889,6,181,30.2,28.3,15.2,18.3,22.8,23.3,15,9.7,0,,F
1889-07-01,1889,7,182,33.7,32.2,16.7,20,25.4,26.1,17,7.1,0,,F
1889-07-02,1889,7,183,32.1,30.6,16.7,20,24.6,25.3,15.4,6.1,0,,F
1889-07-03,1889,7,184,26,24.4,11.1,14.4,18.7,19.4,14.9,0,0,,F
1886-10-18,1886,10,291,13.5,12.2,1.1,4.4,7.4,8.3,12.4,0,0,,F
1886-10-19,1886,10,292,23.5,22.2,3.9,7.2,13.8,14.7,19.6,0,0,,F
1886-10-20,1886,10,293,18.5,17.2,4.4,7.8,11.6,12.5,14.1,0.3,0,,F
1886-10-21,1886,10,294,17.9,16.7,1.1,4.4,9.6,10.6,16.8,0,0,,F
1886-10-22,1886,10,295,18.5,17.2,4.4,7.8,11.6,12.5,14.1,0,0,,F
1886-10-23,1886,10,296,14,12.8,7.2,10.6,10.7,11.7,6.8,24.1,0,,F
1886-10-24,1886,10,297,16.3,15,6.7,10,11.6,12.5,9.6,0,0,,F
1886-10-25,1886,10,298,14,12.8,-0.6,2.8,6.8,7.8,14.6,0,0,,F
1886-10-26,1886,10,299,6.8,5.6,-3.3,0,1.8,2.8,10.1,0,0,,F
1886-10-28,1886,10,301,12.9,11.7,-2.2,1.1,5.4,6.4,15.1,21.1,0,,F
1886-10-29,1886,10,302,14,12.8,-1.7,1.7,6.3,7.2,15.7,0,0,,F
1886-10-30,1886,10,303,16.3,15,0.6,3.9,8.5,9.4,15.7,0,0,,F
1886-10-31,1886,10,304,19.6,18.3,0,3.3,9.9,10.8,19.6,6.6,0,,F
1886-11-01,1886,11,305,19.9,19.4,5.7,7.2,13,13.3,14.2,0,0,,F
1886-11-02,1886,11,306,17.7,17.2,7.9,9.4,13,13.3,9.8,0,0,,F
1886-11-03,1886,11,307,11.6,11.1,3.5,5,7.7,8.1,8.1,0,0,,F
1886-11-04,1886,11,308,13.8,13.3,-0.4,1.1,6.9,7.2,14.2,0,0,,F
1886-11-05,1886,11,309,11.6,11.1,-2.6,-1.1,4.7,5,14.2,0,0,,F
1886-11-06,1886,11,310,0.5,0,-6,-4.4,-2.5,-2.2,6.5,0,0,,F
1886-11-07,1886,11,311,-0.1,-0.6,-7.6,-6.1,-3.7,-3.3,7.5,0,0,,F
1886-11-08,1886,11,312,7.1,6.7,-7.1,-5.6,0.2,0.6,14.2,0,0,,F
1886-11-09,1886,11,313,5.5,5,-2.1,-0.6,1.9,2.2,7.6,0.5,0,,F
1886-11-10,1886,11,314,6.6,6.1,1.3,2.8,4.1,4.4,5.3,0,0,,F
1886-11-12,1886,11,316,2.7,2.2,-5.4,-3.9,-1.2,-0.8,8.1,0,0,,F
1886-11-13,1886,11,317,4.3,3.9,-7.1,-5.6,-1.2,-0.8,11.4,0,0,,F
1886-11-14,1886,11,318,8.2,7.8,-4.3,-2.8,2.2,2.5,12.5,0,0,,F
1886-11-15,1886,11,319,4.3,3.9,-2.1,-0.6,1.3,1.7,6.4,0,0,,F
1886-11-16,1886,11,320,4.3,3.9,-3.2,-1.7,0.8,1.1,7.5,0,0,,F
1886-11-17,1886,11,321,6,5.6,-3.7,-2.2,1.3,1.7,9.7,10.2,5.08,,F
1886-11-18,1886,11,322,-1.2,-1.7,-11,-9.4,-5.9,-5.6,9.8,0.5,0,,F
1886-11-19,1886,11,323,1,0.6,-12.1,-10.6,-5.3,-5,13.1,0,0,,F
1886-11-20,1886,11,324,3.8,3.3,-4.9,-3.3,-0.3,0,8.7,0,0,,F
1886-11-21,1886,11,325,6,5.6,-3.7,-2.2,1.3,1.7,9.7,0,0,,F
1886-11-22,1886,11,326,10.5,10,-1,0.6,5,5.3,11.5,13,0,,F
1886-11-23,1886,11,327,6,5.6,-10.4,-8.9,-2,-1.7,16.4,0,0,,F
1886-11-24,1886,11,328,-7.3,-7.8,-13.7,-12.2,-10.3,-10,6.4,0,0,,F
1886-11-25,1886,11,329,-1.8,-2.2,-12.6,-11.1,-7,-6.7,10.8,0,0,,F
1886-11-26,1886,11,330,-4,-4.4,-14.3,-12.8,-8.9,-8.6,10.3,0,0,,F
1886-11-27,1886,11,331,2.1,1.7,-13.2,-11.7,-5.3,-5,15.3,0,0,,F
1886-11-28,1886,11,332,-2.3,-2.8,-10.4,-8.9,-6.2,-5.8,8.1,6.6,6.35,,F
1886-11-29,1886,11,333,-1.2,-1.7,-14.3,-12.8,-7.5,-7.2,13.1,0,0,,F
1886-11-30,1886,11,334,-4,-4.4,-13.7,-12.2,-8.7,-8.3,9.7,0,0,,F
1886-12-02,1886,12,336,-15.7,-15.6,-25.3,-24.4,-20.5,-20,9.6,0,0,,F
1886-12-03,1886,12,337,-12.9,-12.8,-23.1,-22.2,-18,-17.5,10.2,0,0,,F
1886-12-04,1886,12,338,-11.3,-11.1,-27,-26.1,-19.1,-18.6,15.7,0,0,,F
1886-12-05,1886,12,339,-8.5,-8.3,-19.8,-18.9,-14.1,-13.6,11.3,0,0,,F
1886-12-06,1886,12,340,-2.4,-2.2,-11.4,-10.6,-6.9,-6.4,9,0,0,,F
1886-12-07,1886,12,341,-0.7,-0.6,-13.1,-12.2,-6.9,-6.4,12.4,0,0,,F
1886-12-08,1886,12,342,-0.1,0,-10.3,-9.4,-5.2,-4.7,10.2,0,0,,F
1886-12-09,1886,12,343,4.9,5,-8.7,-7.8,-1.9,-1.4,13.6,0,0,,F
1886-12-10,1886,12,344,3.2,3.3,0.8,1.7,2,2.5,2.4,0,0,,F
1886-12-11,1886,12,345,4.9,5,0.8,1.7,2.8,3.3,4.1,0,0,,F
1886-12-12,1886,12,346,6,6.1,1.9,2.8,4,4.4,4.1,4.6,0,,F
1886-12-13,1886,12,347,3.2,3.3,-10.9,-10,-3.8,-3.3,14.1,0.3,0,,F
1886-12-14,1886,12,348,-2.4,-2.2,-12.6,-11.7,-7.4,-6.9,10.2,5.1,5.08,,F
1886-12-15,1886,12,349,-11.3,-11.1,-17,-16.1,-14.1,-13.6,5.7,0,0,,F
1886-12-16,1886,12,350,-13.5,-13.3,-23.1,-22.2,-18.3,-17.8,9.6,0,0,,F
1886-12-17,1886,12,351,-6.8,-6.7,-18.7,-17.8,-12.7,-12.2,11.9,5.1,5.08,,F
1886-12-18,1886,12,352,-6.8,-6.7,-14.2,-13.3,-10.5,-10,7.4,0,0,,F
1886-12-19,1886,12,353,-7.9,-7.8,-19.2,-18.3,-13.5,-13.1,11.3,1,1.02,,F
1886-12-20,1886,12,354,-1.3,-1.1,-19.8,-18.9,-10.5,-10,18.5,0,0,,F
1886-12-21,1886,12,355,-1.3,-1.1,-12,-11.1,-6.6,-6.1,10.7,0,0,,F
1886-12-22,1886,12,356,-6.3,-6.1,-16.4,-15.6,-11.3,-10.8,10.1,0,0,,F
1886-12-23,1886,12,357,-1.8,-1.7,-13.1,-12.2,-7.4,-6.9,11.3,0,0,,F
1886-12-24,1886,12,358,-4.6,-4.4,-16.4,-15.6,-10.5,-10,11.8,5.1,5.08,,F
1886-12-25,1886,12,359,-10.1,-10,-18.1,-17.2,-14.1,-13.6,8,3,3.05,,F
1886-12-26,1886,12,360,-9,-8.9,-25.3,-24.4,-17.2,-16.7,16.3,3.6,3.56,,F
1886-12-27,1886,12,361,-15.1,-15,-33.1,-32.2,-24.1,-23.6,18,0,0,,F
1886-12-28,1886,12,362,-14.6,-14.4,-24.8,-23.9,-19.7,-19.2,10.2,0,0,,F
1886-12-29,1886,12,363,-15.1,-15,-21.4,-20.6,-18.3,-17.8,6.3,2.5,2.54,,F
1886-12-30,1886,12,364,-10.1,-10,-20.9,-20,-15.5,-15,10.8,0,0,,F
1886-12-31,1886,12,365,-9.6,-9.4,-17,-16.1,-13.3,-12.8,7.4,3,3.05,,F
1887-01-01,1887,1,1,-15,-15,-28,-26.7,-21.6,-20.8,13,0,0,,F
1887-01-02,1887,1,2,-18.4,-18.3,-30.2,-28.9,-24.3,-23.6,11.8,0,0,,F
1887-01-03,1887,1,3,-16.1,-16.1,-31.9,-30.6,-24.1,-23.3,15.8,0,0,,F
1887-01-04,1887,1,4,-8.4,-8.3,-18.6,-17.2,-13.5,-12.8,10.2,2.5,2.54,,F
1887-01-05,1887,1,5,-11.7,-11.7,-24.1,-22.8,-18,-17.2,12.4,0,0,,F
1887-01-06,1887,1,6,-16.1,-16.1,-29.7,-28.3,-23,-22.2,13.6,0,0,,F
1887-01-07,1887,1,7,-20.6,-20.6,-35.2,-33.9,-28,-27.2,14.6,0,0,,F
1887-01-08,1887,1,8,-16.7,-16.7,-23.6,-22.2,-20.2,-19.4,6.9,0,0,,F
1887-01-09,1887,1,9,-12.3,-12.2,-19.1,-17.8,-15.7,-15,6.8,3.6,2.54,,F
1887-01-10,1887,1,10,-15,-15,-27.5,-26.1,-21.3,-20.6,12.5,0,0,,F
1887-01-11,1887,1,11,-6.7,-6.7,-27.5,-26.1,-17.1,-16.4,20.8,0,0,,F
1887-01-12,1887,1,12,-5,-5,-11.9,-10.6,-8.5,-7.8,6.9,0,0,,F
1887-01-13,1887,1,13,-1.7,-1.7,-9.7,-8.3,-5.7,-5,8,0,0,,F
1887-01-14,1887,1,14,-2.3,-2.2,-10.8,-9.4,-6.6,-5.8,8.5,6.4,6.35,,F
1887-01-15,1887,1,15,-5.6,-5.6,-14.7,-13.3,-10.2,-9.4,9.1,1.3,1.27,,F
1887-01-16,1887,1,16,-2.3,-2.2,-9.1,-7.8,-5.7,-5,6.8,0,0,,F
1887-01-17,1887,1,17,-3.9,-3.9,-25.2,-23.9,-14.6,-13.9,21.3,0,0,,F
1887-01-18,1887,1,18,-14.5,-14.4,-31.4,-30,-23,-22.2,16.9,0,0,,F
1887-01-19,1887,1,19,-8.9,-8.9,-24.7,-23.3,-16.8,-16.1,15.8,0,0,,F
1887-01-20,1887,1,20,3.9,3.9,-13,-11.7,-4.6,-3.9,16.9,0,0,,F
1887-01-21,1887,1,21,0,0,-21.4,-20,-10.7,-10,21.4,0,0,,F
1887-01-22,1887,1,22,2.2,2.2,-3,-1.7,-0.5,0.3,5.2,43.2,0,,F
1887-01-23,1887,1,23,-1.1,-1.1,-9.7,-8.3,-5.5,-4.7,8.6,19.8,19.81,,F
1887-01-24,1887,1,24,-1.7,-1.7,-15.8,-14.4,-8.8,-8.1,14.1,0,0,,F
1887-01-25,1887,1,25,0,0,-11.9,-10.6,-6,-5.3,11.9,0,0,,F
1887-01-26,1887,1,26,-10.6,-10.6,-23.6,-22.2,-17.1,-16.4,13,0,0,,F
1887-01-27,1887,1,27,1.1,1.1,-14.1,-12.8,-6.6,-5.8,15.2,0,0,,F
1887-01-28,1887,1,28,2.7,2.8,-5.8,-4.4,-1.6,-0.8,8.5,0,0,,F
1887-01-29,1887,1,29,2.7,2.8,-11.9,-10.6,-4.6,-3.9,14.6,0,0,,F
1887-01-30,1887,1,30,-6.1,-6.1,-30.8,-29.4,-18.5,-17.8,24.7,0,0,,F
1887-01-31,1887,1,31,-20,-20,-30.8,-29.4,-25.5,-24.7,10.8,1.8,3.05,,F
1887-02-01,1887,2,32,-10.7,-11.1,-22.7,-20.6,-16.7,-15.8,12,0,0,,F
1887-02-02,1887,2,33,-6.3,-6.7,-13.8,-11.7,-10.1,-9.2,7.5,3,3.05,,F
1887-02-03,1887,2,34,-9.1,-9.4,-24.3,-22.2,-16.7,-15.8,15.2,0,0,,F
1887-02-04,1887,2,35,-18.5,-18.9,-29.3,-27.2,-24,-23.1,10.8,0,0,,F
1887-02-05,1887,2,36,-4.6,-5,-22.7,-20.6,-13.7,-12.8,18.1,0.5,0.51,,F
1887-02-06,1887,2,37,-4.6,-5,-13.8,-11.7,-9.2,-8.3,9.2,8.6,7.62,,F
1887-02-07,1887,2,38,6.5,6.1,-11,-8.9,-2.3,-1.4,17.5,12.7,11.43,,F
1887-02-08,1887,2,39,7,6.7,-11.6,-9.4,-2.3,-1.4,18.6,14,0,,F
1887-02-09,1887,2,40,0.9,0.6,-15.4,-13.3,-7.3,-6.4,16.3,0,0,,F
1887-02-10,1887,2,41,2.6,2.2,-9.9,-7.8,-3.7,-2.8,12.5,0,0,,F
1887-02-11,1887,2,42,-7.4,-7.8,-20.4,-18.3,-14,-13.1,13,19.3,16.51,,F
1887-02-12,1887,2,43,-15.7,-16.1,-28.2,-26.1,-22,-21.1,12.5,0,0,,F
1887-02-13,1887,2,44,-5.2,-5.6,-25.4,-23.3,-15.3,-14.4,20.2,0,0,,F
1887-02-14,1887,2,45,0.9,0.6,-9.9,-7.8,-4.5,-3.6,10.8,2,0,,F
1887-02-15,1887,2,46,0.9,0.6,-8.8,-6.7,-4,-3.1,9.7,0,0,,F
1887-02-16,1887,2,47,0.9,0.6,-13.8,-11.7,-6.5,-5.6,14.7,0,0,,F
1887-02-17,1887,2,48,0.9,0.6,-11,-8.9,-5.1,-4.2,11.9,33,0,,F
1887-02-18,1887,2,49,0.9,0.6,-9.3,-7.2,-4.2,-3.3,10.2,2.5,6.35,,F
1887-02-19,1887,2,50,-4.1,-4.4,-13.2,-11.1,-8.7,-7.8,9.1,0,0,,F
1887-02-20,1887,2,51,-1.9,-2.2,-9.9,-7.8,-5.9,-5,8,0,0,,F
1887-02-21,1887,2,52,-0.2,-0.6,-9.9,-7.8,-5.1,-4.2,9.7,0,2.54,,F
1887-02-22,1887,2,53,-0.7,-1.1,-12.1,-10,-6.5,-5.6,11.4,2.3,0,,F
1887-02-23,1887,2,54,0.9,0.6,-4.3,-2.2,-1.7,-0.8,5.2,0,0,,F
1887-02-24,1887,2,55,-0.7,-1.1,-15.4,-13.3,-8.1,-7.2,14.7,2.8,2.54,,F
1887-02-25,1887,2,56,-0.2,-0.6,-20.4,-18.3,-10.3,-9.4,20.2,0,0,,F
1887-02-26,1887,2,57,0.9,0.6,-17.1,-15,-8.1,-7.2,18,9.4,0.25,,F
1887-02-27,1887,2,58,-6.9,-7.2,-17.7,-15.6,-12.3,-11.4,10.8,1.3,0,,F
1887-02-28,1887,2,59,1.5,1.1,-14.9,-12.8,-6.7,-5.8,16.4,13.2,0,,F
1887-03-01,1887,3,60,6.1,5.6,-4.6,-3.3,0.7,1.1,10.7,0,0,,F
1887-03-02,1887,3,61,6.6,6.1,-4.6,-3.3,0.9,1.4,11.2,0,0,,F
1887-03-03,1887,3,62,0,-0.6,-6.3,-5,-3.2,-2.8,6.3,0,0,,F
1887-03-04,1887,3,63,-2.3,-2.8,-15.2,-13.9,-8.8,-8.3,12.9,0,0,,F
1887-03-05,1887,3,64,-2.8,-3.3,-13.5,-12.2,-8.2,-7.8,10.7,7.1,7.11,,F
1887-03-06,1887,3,65,3.3,2.8,-5.7,-4.4,-1.3,-0.8,9,0,0,,F
1887-03-07,1887,3,66,3.9,3.3,-4.1,-2.8,-0.2,0.3,8,0,0,,F
1887-03-08,1887,3,67,6.6,6.1,-6.8,-5.6,-0.2,0.3,13.4,0,0,,F
1887-03-09,1887,3,68,8.3,7.8,-0.2,1.1,4,4.4,8.5,9.4,0,,F
1887-03-10,1887,3,69,2.7,2.2,-2.4,-1.1,0.1,0.6,5.1,0,0,,F
1887-03-11,1887,3,70,3.9,3.3,-3.5,-2.2,0.1,0.6,7.4,0,0,,F
1887-03-12,1887,3,71,14.4,13.9,-0.2,1.1,7.1,7.5,14.6,0,0,,F
1887-03-13,1887,3,72,8.3,7.8,-7.4,-6.1,0.4,0.8,15.7,0,0,,F
1887-03-14,1887,3,73,-3.4,-3.9,-12.4,-11.1,-7.9,-7.5,9,0,0,,F
1887-03-15,1887,3,74,-0.6,-1.1,-8.5,-7.2,-4.6,-4.2,7.9,0,0,,F
1887-03-16,1887,3,75,1.1,0.6,-6.8,-5.6,-2.9,-2.5,7.9,0,0,,F
1887-03-17,1887,3,76,-0.6,-1.1,-8,-6.7,-4.3,-3.9,7.4,0,0,,F
1887-03-19,1887,3,78,2.2,1.7,-8,-6.7,-2.9,-2.5,10.2,0,0,,F
1887-03-20,1887,3,79,2.7,2.2,-5.2,-3.9,-1.3,-0.8,7.9,0,0,,F
1887-03-21,1887,3,80,2.7,2.2,-4.1,-2.8,-0.7,-0.3,6.8,0,0,,F
1887-03-22,1887,3,81,2.2,1.7,-4.6,-3.3,-1.3,-0.8,6.8,0,0,,F
1887-03-23,1887,3,82,6.1,5.6,-6.8,-5.6,-0.4,0,12.9,0,0,,F
1887-03-24,1887,3,83,3.9,3.3,-3.5,-2.2,0.1,0.6,7.4,3.8,0,,F
1887-03-25,1887,3,84,-1.1,-1.7,-9.6,-8.3,-5.4,-5,8.5,0,0,,F
1887-03-26,1887,3,85,0.5,0,-10.7,-9.4,-5.2,-4.7,11.2,0,0,,F
1887-03-27,1887,3,86,-3.9,-4.4,-13,-11.7,-8.5,-8.1,9.1,17,20.32,,F
1887-03-28,1887,3,87,-2.3,-2.8,-18,-16.7,-10.2,-9.7,15.7,9.1,0,,F
1887-03-29,1887,3,88,-4.5,-5,-18.5,-17.2,-11.6,-11.1,14,1,0,,F
1887-03-30,1887,3,89,1.1,0.6,-15.7,-14.4,-7.4,-6.9,16.8,3.6,0,,F
1887-03-31,1887,3,90,6.1,5.6,-6.8,-5.6,-0.4,0,12.9,24.9,0,,F
1887-04-01,1887,4,91,11.9,10.6,-8,-5.6,1.9,2.5,19.9,0,0,,F
1887-04-02,1887,4,92,14.1,12.8,-4.2,-1.7,4.9,5.6,18.3,0,0,,F
1887-04-03,1887,4,93,14.1,12.8,1.4,3.9,7.7,8.3,12.7,0,0,,F
1887-04-04,1887,4,94,-3.7,-5,-13.6,-11.1,-8.7,-8.1,9.9,0,0,,F
1887-04-05,1887,4,95,5.2,3.9,-10.8,-8.3,-2.9,-2.2,16,0,0,,F
1887-04-06,1887,4,96,9.7,8.3,-2.5,0,3.5,4.2,12.2,0,0,,F
1887-04-07,1887,4,97,9.1,7.8,-3.6,-1.1,2.7,3.3,12.7,0,0,,F
1887-04-08,1887,4,98,19.7,18.3,-3,-0.6,8.3,8.9,22.7,0,0,,F
1887-04-09,1887,4,99,22.4,21.1,6.4,8.9,14.4,15,16,0,0,,F
1887-04-10,1887,4,100,22.4,21.1,8.6,11.1,15.5,16.1,13.8,0,0,,F
1887-04-11,1887,4,101,16.9,15.6,4.2,6.7,10.5,11.1,12.7,0,0,,F
1887-04-12,1887,4,102,31.3,30,2,4.4,16.6,17.2,29.3,3,0,,F
1887-04-13,1887,4,103,25.8,24.4,4.7,7.2,15.2,15.8,21.1,0,0,,F
1887-04-14,1887,4,104,23.6,22.2,6.4,8.9,14.9,15.6,17.2,1,0,,F
1887-04-15,1887,4,105,15.2,13.9,2,4.4,8.5,9.2,13.2,0,0,,F
1887-04-16,1887,4,106,10.8,9.4,-0.8,1.7,4.9,5.6,11.6,0,0,,F
1887-04-17,1887,4,107,11.3,10,-2.5,0,4.4,5,13.8,0,0,,F
1887-04-19,1887,4,109,16.9,15.6,-0.3,2.2,8.3,8.9,17.2,0,0,,F
1887-04-20,1887,4,110,16.9,15.6,5.3,7.8,11,11.7,11.6,0,0,,F
1887-04-21,1887,4,111,19.7,18.3,2.5,5,11,11.7,17.2,0,0,,F
1887-04-22,1887,4,112,15.2,13.9,5.8,8.3,10.5,11.1,9.4,20.3,0,,F
1887-04-23,1887,4,113,12.4,11.1,-4.2,-1.7,4.1,4.7,16.6,0,0,,F
1887-04-24,1887,4,114,6.3,5,-3,-0.6,1.6,2.2,9.3,0,0,,F
