"site_id","survey_id","survey_date","time_start","time_end","observer","wind_speed","wind_dir","air_temp","temp_units","cloud_cover","notes"
"CH-S",323,"2001-03-09 00:00:00","1899-12-30 09:47:00","1899-12-30 10:02:00","J. Lemmer",0,"",55,"F",60,""
"CH-C",324,"2001-03-08 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","J. Lemmer",0,"",57,"F",25,"Clouds with some fog."
"CH-N",325,"2001-03-08 00:00:00","1899-12-30 10:00:00","1899-12-30 10:15:00","J. Lemmer",0,"",57,"F",50,"Loud yard work equipment at house 11434"
"CH-W",326,"2001-03-09 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","J. Lemmer",0,"",54,"F",80,""
"CH-W",327,"2001-03-09 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","J. Lemmer",0,"",54,"F",80,""
"CH-E",328,"2001-03-08 00:00:00","1899-12-30 10:22:00","1899-12-30 10:37:00","J. Lemmer",0,"",57,"F",40,"Traffic noise along Cholla rd."
"AT-W",329,"2001-03-09 00:00:00","1899-12-30 07:57:00","1899-12-30 07:12:00","J. Lemmer",0,"",52,"F",70,""
"AT-S",330,"2001-03-09 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","J. Lemmer",0,"",53,"F",70,"Lots of school traffic, cars and students. Very loud."
"AT-N",331,"2001-03-09 00:00:00","1899-12-30 07:05:00","1899-12-30 07:20:00","J. Lemmer",0,"",51,"F",90,""
"WS-E",332,"2001-03-12 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","B. Rambo",5,"",60,"F",5,""
"WS-W",333,"2001-03-12 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","B. Rambo",5,"",60,"F",5,""
"WS-S",334,"2001-03-12 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","B. Rambo",5,"",60,"F",5,""
"WS-N",335,"2001-03-12 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","B. Rambo",5,"",60,"F",5,""
"WS-C",336,"2001-03-12 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","B. Rambo",5,"",60,"F",5,""
"WR-W",337,"2001-03-17 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","B. Rambo",,"",60,"F",,""
"WR-E",338,"2001-03-17 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","B. Rambo",,"",60,"F",,""
"WR-C",339,"2001-03-17 00:00:00","1899-12-30 06:45:00","1899-12-30 07:00:00","B. Rambo",,"",60,"F",0,""
"WR-S",340,"2001-03-17 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","B. Rambo",,"",60,"F",,""
"WR-N",341,"2001-03-17 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","B. Rambo",,"",60,"F",,""
"PA-C",342,"2001-03-17 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","B. Rambo",,"",65,"F",,""
"PA-W",343,"2001-03-17 00:00:00","1899-12-30 10:20:00","1899-12-30 10:35:00","B. Rambo",,"",65,"F",,""
"PA-E",344,"2001-03-17 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","B. Rambo",,"",65,"F",,""
"PA-S",345,"2001-03-17 00:00:00","1899-12-30 10:45:00","1899-12-30 11:00:00","B. Rambo",,"",65,"F",,""
"PA-N",346,"2001-03-17 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","B. Rambo",,"",65,"F",,""
"DW-W",347,"2001-03-18 00:00:00","1899-12-30 10:55:00","1899-12-30 11:10:00","B. Rambo",,"",65,"F",0,""
"DW-E",348,"2001-03-18 00:00:00","1899-12-30 10:05:00","1899-12-30 10:20:00","B. Rambo",,"",65,"F",0,""
"DW-N",349,"2001-03-18 00:00:00","1899-12-30 09:40:00","1899-12-30 09:55:00","B. Rambo",,"",65,"F",0,""
"DW-S",350,"2001-03-18 00:00:00","1899-12-30 10:30:00","1899-12-30 10:45:00","B. Rambo",,"",65,"F",0,""
"DW-C",351,"2001-03-18 00:00:00","1899-12-30 09:15:00","1899-12-30 09:30:00","B. Rambo",,"",65,"F",0,""
"CA-E",352,"2001-03-18 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","B. Rambo",,"",60,"F",0,""
"CA-C",353,"2001-03-18 00:00:00","1899-12-30 06:45:00","1899-12-30 07:00:00","B. Rambo",,"",60,"F",0,""
"CA-W",354,"2001-03-18 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","B. Rambo",,"",60,"F",0,""
"CA-N",355,"2001-03-18 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","B. Rambo",,"",60,"F",0,""
"CA-S",356,"2001-03-18 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","B. Rambo",,"",60,"F",0,""
"CH-C",357,"2001-03-26 00:00:00","1899-12-30 06:45:00","1899-12-30 07:00:00","B. Rambo",,"",60,"F",0,""
"CH-S",358,"2001-03-26 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","B. Rambo",,"",60,"F",0,""
"CH-W",359,"2001-03-26 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","B. Rambo",,"",60,"F",0,""
"CH-E",360,"2001-03-26 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","B. Rambo",,"",60,"F",0,""
"SO-C",361,"2001-03-26 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","B. Rambo",,"",65,"F",0,""
"CH-N",362,"2001-03-26 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","B. Rambo",,"",60,"F",0,""
"SO-N",363,"2001-03-26 00:00:00","1899-12-30 10:55:00","1899-12-30 11:10:00","B. Rambo",,"",65,"F",0,""
"SO-S",364,"2001-03-26 00:00:00","1899-12-30 10:05:00","1899-12-30 10:20:00","B. Rambo",,"",65,"F",0,""
"SO-W",365,"2001-03-26 00:00:00","1899-12-30 10:30:00","1899-12-30 10:45:00","B. Rambo",,"",65,"F",0,""
"SO-E",366,"2001-03-26 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","B. Rambo",,"",65,"F",0,""
"WS-N",367,"2001-03-30 00:00:00","1899-12-30 07:52:00","1899-12-30 08:07:00","J. Lemmer",0,"",62,"F",0,""
"WS-E",368,"2001-03-30 00:00:00","1899-12-30 08:18:00","1899-12-30 08:33:00","J. Lemmer",5,"E",63,"F",0,""
"AT-C",369,"2001-03-09 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","J. Lemmer",0,"",52,"F",80,""
"AT-E",370,"2001-03-09 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","J. Lemmer",0,"",54,"F",80,""
"DW-E",371,"2001-03-12 00:00:00","1899-12-30 07:32:00","1899-12-30 07:47:00","J. Lemmer",3,"E",43,"F",0,""
"DW-S",373,"2001-03-12 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","J. Lemmer",0,"",50,"F",0,""
"DW-C",374,"2001-03-12 00:00:00","1899-12-30 07:55:00","1899-12-30 08:10:00","J. Lemmer",0,"",45,"F",0,"Park staff spraying herbicide around the park."
"DW-W",375,"2001-03-12 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","J. Lemmer",0,"",55,"F",0,""
"CA-N",376,"2001-03-13 00:00:00","1899-12-30 09:45:00","1899-12-30 10:00:00","J. Lemmer",3,"E",63,"F",0,""
"CA-C",377,"2001-03-13 00:00:00","1899-12-30 09:20:00","1899-12-30 09:35:00","J. Lemmer",0,"",64,"F",0,"Three wild javallina's walking  around the child care center and park.

Soccer game in field next to point.

Two NOCA spotted in parking lot on the walk back to the truck."
"CA-E",378,"2001-03-12 00:00:00","1899-12-30 09:45:00","1899-12-30 10:00:00","J. Lemmer",0,"",58,"F",0,"A lot of foot traffic."
"CA-S",379,"2001-03-12 00:00:00","1899-12-30 10:07:00","1899-12-30 10:20:00","J. Lemmer",3,"E",60,"F",0,""
"CA-W",380,"2001-03-13 00:00:00","1899-12-30 10:13:00","1899-12-30 10:28:00","J. Lemmer",4,"SE",60,"F",0,""
"WR-N",381,"2001-03-13 00:00:00","1899-12-30 08:35:00","1899-12-30 08:50:00","J. Lemmer",0,"",63,"F",0,""
"WR-S",382,"2001-03-13 00:00:00","1899-12-30 07:45:00","1899-12-30 08:00:00","J. Lemmer",0,"",61,"F",0,""
"WR-E",383,"2001-03-13 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","J. Lemmer",0,"",62,"F",0,""
"WR-W",384,"2001-03-13 00:00:00","1899-12-30 07:20:00","1899-12-30 07:35:00","J. Lemmer",0,"",50,"F",0,""
"WR-C",385,"2001-03-13 00:00:00","1899-12-30 06:55:00","1899-12-30 07:10:00","J. Lemmer",0,"",48,"F",0,""
"NU-S",386,"2001-03-14 00:00:00","1899-12-30 07:25:00","1899-12-30 07:40:00","J. Lemmer",0,"",58,"F",0,""
"NU-E",387,"2001-03-14 00:00:00","1899-12-30 07:50:00","1899-12-30 08:05:00","J. Lemmer",0,"",58,"F",0,"School traffic, parents dropping off children. Very loud."
"CG-E",388,"2001-03-27 00:00:00","1899-12-30 10:20:00","1899-12-30 10:35:00","B. Rambo",,"",65,"F",0,""
"CG-W",389,"2001-03-27 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","B. Rambo",,"",65,"F",0,""
"CG-N",390,"2001-03-27 00:00:00","1899-12-30 10:45:00","1899-12-30 11:00:00","B. Rambo",,"",65,"F",0,""
"CG-S",391,"2001-03-27 00:00:00","1899-12-30 09:55:00","1899-12-30 10:10:00","B. Rambo",,"",65,"F",0,""
"CG-C",392,"2001-03-27 00:00:00","1899-12-30 09:05:00","1899-12-30 09:20:00","B. Rambo",,"",65,"F",0,""
"WT-E",393,"2001-03-27 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","B. Rambo",,"",60,"F",0,""
"WT-N",394,"2001-03-27 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","B. Rambo",,"",60,"F",0,""
"WT-S",395,"2001-03-27 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","B. Rambo",,"",60,"F",0,""
"WT-C",396,"2001-03-27 00:00:00","1899-12-30 06:45:00","1899-12-30 07:00:00","B. Rambo",,"",60,"F",0,""
"WT-W",397,"2001-03-27 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","B. Rambo",,"",60,"F",0,""
"AT-C",398,"2001-03-28 00:00:00","1899-12-30 06:45:00","1899-12-30 07:00:00","B. Rambo",,"",60,"F",0,""
"AT-S",399,"2001-03-28 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","B. Rambo",,"",60,"F",0,""
"AT-E",400,"2001-03-28 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","B. Rambo",,"",60,"F",0,""
"AT-W",401,"2001-03-28 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","B. Rambo",,"",60,"F",0,""
"AT-N",402,"2001-03-28 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","B. Rambo",,"",60,"F",0,""
"ED-C",660,"2001-06-17 00:00:00","1899-12-30 05:20:00","1899-12-30 05:35:00","B. Rambo",0,"",80,"F",0,""
"NU-N",406,"2001-03-14 00:00:00","1899-12-30 08:13:00","1899-12-30 08:28:00","J. Lemmer",0,"",58,"F",0,"Heavy car traffic."
"HY-C",408,"2001-03-14 00:00:00","1899-12-30 09:03:00","1899-12-30 09:18:00","J. Lemmer",5,"E",60,"F",0,"Mothers' with babies and children around park and point."
"HY-E",410,"2001-03-14 00:00:00","1899-12-30 10:20:00","1899-12-30 10:35:00","J. Lemmer",3,"E",63,"F",0,""
"LI-W",412,"2001-03-15 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","J. Lemmer",5,"W",56,"F",0,""
"CA-N",414,"2001-03-30 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","D. Stuart",5,"",70,"F",0,"E and SE view blocked by houses.  Traffic and neighorhood noise."
"CA-C",416,"2001-03-30 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","D. Stuart",5,"",75,"F",0,"Lots of people in park and school yard."
"CA-S",418,"2001-03-31 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","D. Stuart",0,"",65,"F",20,""
"LI-N",420,"2001-03-15 00:00:00","1899-12-30 07:13:00","1899-12-30 07:28:00","J. Lemmer",0,"",54,"F",0,"Flushed four GAQU and two MODO out of vegitation next to point.
BHCO flying in and out of the plot from the west."
"OR-S",422,"2001-03-15 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","J. Lemmer",0,"",61,"F",0,""
"OR-N",424,"2001-03-16 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","J. Lemmer",0,"",55,"F",90,""
"ED-E",446,"2001-04-12 00:00:00","1899-12-30 08:05:00","1899-12-30 08:20:00","D. Stuart",15,"",55,"F",60,"traffic noise from freeway and 21st Pl., people getting in truck in driveway, kids."
"ED-C",448,"2001-04-14 00:00:00","1899-12-30 06:10:00","1899-12-30 06:25:00","D. Stuart",10,"",50,"F",0,"a many lying on table near point, a few kids walking through the park, many birds nesting w/yound in palms along south edge."
"ED-W",450,"2001-04-14 00:00:00","1899-12-30 06:55:00","1899-12-30 07:10:00","D. Stuart",10,"",50,"F",0,"a lot of traffic in and out of Health Dept. parking lot (some kind of event going on).  Kids on street.  Car alarm went off right next to observer mid-way through survey."
"HR-C",452,"2001-04-05 00:00:00","1899-12-30 06:25:00","1899-12-30 06:40:00","D. Stuart",10,"",55,"F",60,"lots of people (transient types) in park, sitting sleeping.  Kids walking through.  City crews working on ball field to North."
"HR-E",454,"2001-04-05 00:00:00","1899-12-30 07:10:00","1899-12-30 07:25:00","D. Stuart",10,"",55,"F",70,"view NW and NE blocked by buildings"
"HY-W",456,"2001-04-09 00:00:00","1899-12-30 06:10:00","1899-12-30 06:25:00","D. Stuart",0,"",50,"F",0,"city crews digging trench right at corner.  Couldn't stand on spot, stood further (50ft. South on 7th Ave.).  Traffic and noise."
"HY-C",458,"2001-04-09 00:00:00","1899-12-30 07:00:00","1899-12-30 07:15:00","D. Stuart",5,"",50,"F",0,"almost all HOSP seen are adults with numerous fledglings.  Men playing soccer out on field.  Lots of traffic noise and noise from plant just east of park."
"HY-N",460,"2001-04-09 00:00:00","1899-12-30 07:50:00","1899-12-30 08:05:00","D. Stuart",5,"",55,"F",0,"field graded but streets not paved.  Many domestic chickens seen and heard.  A few cars drove by - gravel noise from road and dust."
"LO-C",462,"2001-04-14 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","D. Stuart",10,"",55,"F",0,"lots of joggers, dog-walkers, skateboarders, and a guy playing with a soccer ball all withing 20m of spot."
"LO-N",464,"2001-04-14 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","D. Stuart",10,"",60,"F",0,"views blocked by apartments and fence, car parking and lady got out early in survey."
"LO-E",465,"2001-04-14 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","D. Stuart",5,"",65,"F",0,"view SE blocked by house"
"NU-C",466,"2001-04-09 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","D. Stuart",5,"",55,"F",0,"crews trimming lower tree branches all over park. School grass flooded.  Park truck arrived with 2-way radio blaring near end of survey period."
"NU-W",467,"2001-04-09 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","D. Stuart",5,"",55,"F",0,"loose dogs and several barking dogs.  Some traffic."
"NU-S",468,"2001-04-09 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","D. Stuart",5,"",60,"F",0,"domestic chickens, barking dog."
"NU-E",469,"2001-04-09 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","D. Stuart",10,"",60,"F",10,"clouds to North.  School kids playing in school ground.  Noise from plant across street.  Big hook&ladder drove by midway through survey."
"NU-N",470,"2001-04-09 00:00:00","1899-12-30 09:55:00","1899-12-30 10:10:00","D. Stuart",10,"",60,"F",10,"extreme traffic and noise from Broadway.  Lots of traffic and noise from business next to point."
"AT-N",471,"2001-03-11 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","D. Stuart",10,"",40,"F",100,"view to N partly blocked by houses."
"AT-E",472,"2001-03-11 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","D. Stuart",15,"",40,"F",90,"many yards loaded with poppies in bloom.  Many small birds tucked down in poppies couldn't ID"
"AT-S",473,"2001-03-11 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","D. Stuart",15,"",40,"F",90,"View E partly blocked by houses.  Kids walked by with dog. Woman walked by with dog."
"AT-C",474,"2001-03-11 00:00:00","1899-12-30 09:15:00","1899-12-30 09:30:00","D. Stuart",10,"",45,"F",90,""
"AT-W",475,"2001-03-11 00:00:00","1899-12-30 09:40:00","1899-12-30 09:55:00","D. Stuart",15,"",45,"F",90,"domestic ducks or geese in back yard."
"WS-C",476,"2001-03-30 00:00:00","1899-12-30 06:42:00","1899-12-30 07:05:00","J. Lemmer",0,"",60,"F",0,"talked to park visitor for 7 minutes.  ABTO spotted after count"
"WS-W",477,"2001-03-30 00:00:00","1899-12-30 07:29:00","1899-12-30 07:43:00","J. Lemmer",0,"",61,"F",0,""
"WS-S",478,"2001-03-30 00:00:00","1899-12-30 08:44:00","1899-12-30 09:03:00","J. Lemmer",0,"",65,"F",10,"0856am: talked to police for 4 minutes."
"LO-C",479,"2001-03-22 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","J. Lemmer",2,"E",61,"F",30,""
"LO-N",480,"2001-03-22 00:00:00","1899-12-30 07:08:00","1899-12-30 07:23:00","J. Lemmer",0,"",61,"F",25,""
"LO-E",481,"2001-03-22 00:00:00","1899-12-30 07:58:00","1899-12-30 08:13:00","J. Lemmer",4,"E",62,"F",20,""
"LO-W",482,"2001-03-22 00:00:00","1899-12-30 08:30:00","1899-12-30 08:45:00","J. Lemmer",6,"E",65,"F",20,""
"LO-S",483,"2001-03-22 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","J. Lemmer",7,"E",65,"F",20,"lots of traffic"
"HR-S",484,"2001-03-21 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","J. Lemmer",3,"E",70,"F",0,""
"HR-E",485,"2001-03-21 00:00:00","1899-12-30 08:28:00","1899-12-30 08:43:00","J. Lemmer",3,"E",67,"F",0,""
"HR-W",486,"2001-03-21 00:00:00","1899-12-30 07:00:00","1899-12-30 07:15:00","J. Lemmer",2,"E",61,"F",0,"morning traffic"
"HR-C",487,"2001-03-21 00:00:00","1899-12-30 07:20:00","1899-12-30 07:35:00","J. Lemmer",4,"E",63,"F",0,""
"HR-N",488,"2001-03-21 00:00:00","1899-12-30 07:52:00","1899-12-30 08:07:00","J. Lemmer",5,"E",65,"F",0,"lots of traffic"
"CG-C",489,"2001-03-13 00:00:00","1899-12-30 07:45:00","1899-12-30 08:00:00","D. Stuart",5,"",50,"F",0,"trash trucks making rounds around park.  2 NOFL (red-shafted) seen to SW after end of survey."
"CG-W",490,"2001-03-13 00:00:00","1899-12-30 08:12:00","1899-12-30 08:25:00","D. Stuart",5,"",55,"F",0,"lots of school traffic at this corner and school kids playing on school yard.  School PA announcement and star spangled banner played during survey.  Dogs barking toward end of survey."
"CG-N",491,"2001-03-13 00:00:00","1899-12-30 08:35:00","1899-12-30 08:50:00","D. Stuart",5,"",55,"F",0,"trash truck collecting on street. ""It would be hard to overcount the HOSP at this site."""
"CG-E",492,"2001-03-13 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","D. Stuart",5,"",60,"F",0,"dog barking entire time from house at point."
"CG-S",493,"2001-03-13 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","D. Stuart",5,"",60,"F",0,"view SE, S, and SW partly blocked by houses. CACW heard after count."
"DW-C",494,"2001-03-30 00:00:00","1899-12-30 06:40:00","1899-12-30 06:55:00","D. Stuart",5,"",60,"F",0,"dog chasing ball with owners in field. Several other walkers around park.  More people with dogs later in the survey."
"DW-N",495,"2001-03-30 00:00:00","1899-12-30 07:00:00","1899-12-30 07:15:00","D. Stuart",5,"",65,"F",0,"view SE blocked by house.  2 joggers went by mid-way through survey.  Some traffic on roads (some loud).  Some walkers out."
"DW-W",496,"2001-03-30 00:00:00","1899-12-30 07:25:00","1899-12-30 07:40:00","D. Stuart",5,"",65,"F",0,"traffic on 40th st. lupine, creosote, some hedgehog cactus in bloom.  Traffic - walkers and bicyclers along 40th st."
"DW-S",497,"2001-03-30 00:00:00","1899-12-30 07:50:00","1899-12-30 08:05:00","D. Stuart",0,"",65,"F",0,"view to SE blocked by houses."
"DW-E",498,"2001-03-30 00:00:00","1899-12-30 08:15:00","1899-12-30 08:30:00","D. Stuart",5,"",70,"F",0,"view to E and SE blocked by houses.  Some traffic.  Man trimming plants 2 doors away.  Probably more sparrows here than I could count."
"EA-100",1147,"2001-12-03 00:00:00","1899-12-30 07:45:00","1899-12-30 08:00:00","B. Rambo",0,"",40,"F",0,""
"EA-400",1149,"2001-12-03 00:00:00","1899-12-30 08:35:00","1899-12-30 08:50:00","B. Rambo",0,"",45,"F",0,"Traffic noise."
"EA-C",1151,"2001-12-03 00:00:00","1899-12-30 07:20:00","1899-12-30 07:35:00","B. Rambo",0,"",40,"F",0,"Transients.  Traffic noise."
"ED-200",1153,"2001-12-05 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","B. Rambo",0,"",45,"F",0,"Transients."
"ED-800",1155,"2001-12-05 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","B. Rambo",0,"",40,"F",0,"Traffic noise."
"HR-100",1157,"2001-12-07 00:00:00","1899-12-30 07:25:00","1899-12-30 07:40:00","B. Rambo",0,"",45,"F",0,"Traffic."
"HR-400",1159,"2001-12-07 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","B. Rambo",0,"",45,"F",0,"Jet noise.  Railroad noise."
"HR-C",1161,"2001-12-07 00:00:00","1899-12-30 07:50:00","1899-12-30 08:05:00","B. Rambo",0,"",45,"F",0,"Jet traffic.  Transients."
"OR-100",1162,"2001-12-30 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","B. Rambo",5,"",42,"F",60,""
"OR-400",1164,"2001-12-30 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","B. Rambo",5,"",40,"F",60,""
"OR-C",1166,"2001-12-30 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","B. Rambo",5,"",45,"F",60,"Count at S of point next to fence."
"NU-200",1168,"2001-12-29 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","B. Rambo",10,"",45,"F",90,"Traffic noise."
"NU-800",1170,"2001-12-29 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","B. Rambo",5,"",40,"F",90,"Traffic noise."
"LI-100",1182,"2001-12-19 00:00:00","1899-12-30 09:05:00","1899-12-30 09:20:00","C. Putnam",7,"SE",45,"F",0,"25% obstructed view S, SE."
"LI-200",1183,"2001-12-19 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","C. Putnam",7,"SE",45,"F",0,"50% obstructed view to S, 25% to N, E, W."
"LI-800",1185,"2001-12-19 00:00:00","1899-12-30 10:20:00","1899-12-30 10:35:00","C. Putnam",4,"E",50,"F",0,"50% obstructed view to N, 25% E, W."
"ED-100",1187,"2001-12-22 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","C. Putnam",4,"E",45,"F",0,"50% obstructed view to W, 25% N, S."
"ED-400",1189,"2001-12-22 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","C. Putnam",7,"E",45,"F",0,"50% obstructed view to W, N, S, 25% to E."
"ED-C",1191,"2001-12-22 00:00:00","1899-12-30 07:40:00","1899-12-30 07:55:00","C. Putnam",4,"E",45,"F",0,""
"HR-200",1193,"2001-12-22 00:00:00","1899-12-30 10:50:00","1899-12-30 11:05:00","C. Putnam",4,"E",55,"F",0,"50% obstructed view to W, 25% NW, SW, E."
"HR-800",1195,"2001-12-22 00:00:00","1899-12-30 11:40:00","1899-12-30 11:55:00","C. Putnam",4,"E",60,"F",0,"25% obstructed view to N, S, E, W."
"EA-100",1197,"2001-12-23 00:00:00","1899-12-30 10:15:00","1899-12-30 10:30:00","C. Putnam",7,"E",50,"F",90,"50% obstructed view to S, 25% E, W, N."
"EA-400",1199,"2001-12-23 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","C. Putnam",7,"E",50,"F",90,"50% obstructed view to S, 25% E, W, N."
"EA-C",1201,"2001-12-23 00:00:00","1899-12-30 10:45:00","1899-12-30 11:00:00","C. Putnam",7,"E",50,"F",90,"50% obstructed view N, S, 25% E, W.  Several people in park."
"WR-200",1203,"2001-12-26 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","C. Putnam",10,"E",40,"F",70,"25% obstructed view NE, S."
"WR-800",1205,"2001-12-26 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","C. Putnam",4,"S",35,"F",60,"25% obstructed view NE, S."
"CA-100",1207,"2001-12-26 00:00:00","1899-12-30 10:40:00","1899-12-30 10:55:00","C. Putnam",4,"SE",50,"F",50,"50% obstructed view N, W, 25% S, E.  Traffic noise."
"CA-400",1209,"2001-12-26 00:00:00","1899-12-30 11:35:00","1899-12-30 11:50:00","C. Putnam",0,"",55,"F",50,"50% obstructed view N, 25% W, S, E."
"CA-C",1211,"2001-12-26 00:00:00","1899-12-30 10:15:00","1899-12-30 10:30:00","C. Putnam",4,"SE",50,"F",50,"25% obstructed view to E.  People in park."
"PA-200",1213,"2001-12-27 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","C. Putnam",7,"S",45,"F",40,"25% obstructed view W."
"PA-800",1215,"2001-12-27 00:00:00","1899-12-30 11:00:00","1899-12-30 11:15:00","C. Putnam",4,"",55,"F",40,"50% obstructed view NE."
"AT-100",1217,"2001-12-29 00:00:00","1899-12-30 09:15:00","1899-12-30 09:30:00","C. Putnam",4,"E",55,"F",80,"50% obstructed view W, SW, 25% E, SE."
"AT-400",1219,"2001-12-29 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","C. Putnam",4,"E",50,"F",80,"50% obstructed view W, 25% E, NE, SE."
"AT-C",1221,"2001-12-29 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","C. Putnam",4,"E",50,"F",85,""
"CH-200",1223,"2001-12-29 00:00:00","1899-12-30 11:20:00","1899-12-30 11:35:00","C. Putnam",7,"E",60,"F",85,"50% obstructed view W, NW, SW, 25% E."
"CH-800",1225,"2001-12-29 00:00:00","1899-12-30 10:30:00","1899-12-30 10:45:00","C. Putnam",7,"SE",60,"F",80,"50% obstructed view W, E, S, 25% NW, NE."
"SO-100",1227,"2001-12-30 00:00:00","1899-12-30 10:15:00","1899-12-30 10:30:00","C. Putnam",0,"",55,"F",50,"25% obstructed view all around.  Cars driving by."
"SO-400",1229,"2001-12-30 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","C. Putnam",0,"",55,"F",50,"50% obstructed view W."
"SO-C",1231,"2001-12-30 00:00:00","1899-12-30 10:40:00","1899-12-30 10:55:00","C. Putnam",0,"",55,"F",50,"25% obstructed view W, NW."
"CG-200",1233,"2001-12-31 00:00:00","1899-12-30 09:05:00","1899-12-30 09:20:00","C. Putnam",9,"E",50,"F",45,"50% obstructed view N, 25% E, W, S."
"CG-400",1234,"2001-12-31 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","C. Putnam",9,"E",50,"F",40,"50% obstructed view N, 25% S.  Barking dog."
"CG-800",1235,"2001-12-31 00:00:00","1899-12-30 07:45:00","1899-12-30 08:00:00","C. Putnam",7,"",50,"F",40,"25% obstructed view N, S."
