"survey_id","site_id","species_id","distance","bird_count","notes","seen","heard","direction"
548,"AT-C","MODO",">40",6,"",1,0,"S "
548,"AT-C","INDO",">40",4,"",1,0,"S "
548,"AT-C","GIWO","20-40",1,"",1,1,"S "
548,"AT-C","NOMO","10-20",1,"",1,1,"W "
548,"AT-C","ANHU","20-40",1,"",1,1,"SW"
548,"AT-C","HOSP",">40",12,"",0,1,"N "
548,"AT-C","HOSP",">40",10,"",0,1,"E "
548,"AT-C","HOSP",">40",6,"",0,1,"S "
548,"AT-C","HOFI","FT",2,"",1,1,"N "
548,"AT-C","GTGR","FT",1,"",1,0,"N "
548,"AT-C","MODO","FT",2,"",1,0,"E "
548,"AT-C","ANHU",">40",1,"",0,1,"NW"
548,"AT-C","EUST",">40",2,"",0,1,"W "
548,"AT-C","ABTO",">40",2,"",0,1,"N "
548,"AT-C","VERD",">40",1,"",0,1,"S "
548,"AT-C","WWDO","FT",2,"",1,0,"N "
548,"AT-C","RODO",">40",3,"",1,0,"W "
548,"AT-C","RODO","FT",3,"",1,0,"S "
548,"AT-C","HOSP","10-20",3,"",1,1,"N "
548,"AT-C","CBTH",">40",1,"",0,1,"NE"
549,"SO-W","NOMO","10-20",1,"",1,1,"SE"
549,"SO-W","VERD","20-40",2,"",1,1,"E "
549,"SO-W","HOFI","20-40",2,"",1,1,"SW"
549,"SO-W","GTGR","FT",1,"",1,0,"S "
549,"SO-W","HOSP","20-40",6,"",1,1,"NE"
549,"SO-W","ANHU","10-20",1,"",1,1,"NE"
549,"SO-W","HOSP",">40",12,"",0,1,"N "
549,"SO-W","GTGR","20-40",1,"",1,0,"W "
549,"SO-W","CBTH",">40",1,"",0,1,"SW"
549,"SO-W","GIWO","FT",1,"",1,1,"N "
549,"SO-W","INDO","20-40",3,"",1,0,"NE"
549,"SO-W","MODO","FT",3,"",1,0,"E "
549,"SO-W","HOFI","10-20",2,"",1,1,"SE"
549,"SO-W","HOSP","FT",2,"",1,1,"E "
549,"SO-W","MODO","FT",2,"",1,0,"N "
550,"SO-E","EUST","20-40",6,"",1,1,"SW"
550,"SO-E","HOSP","10-20",4,"",1,1,"NW"
550,"SO-E","HOFI","10-20",2,"",1,1,"NW"
550,"SO-E","GIWO",">40",1,"",0,1,"NE"
550,"SO-E","NOMO","20-40",1,"",1,1,"NE"
550,"SO-E","GTGR","20-40",2,"",1,1,"NE"
550,"SO-E","VERD","10-20",1,"",1,1,"N "
550,"SO-E","INDO","20-40",4,"",1,1,"NW"
550,"SO-E","MODO","FT",2,"",1,0,"N "
550,"SO-E","MODO",">40",2,"",1,0,"NE"
550,"SO-E","GIFL","FT",1,"",1,0,"E "
550,"SO-E","EUST",">40",2,"",0,1,"S "
550,"SO-E","HOSP","FT",3,"",1,1,"NE"
550,"SO-E","HOFI",">40",2,"",0,1,"S "
550,"SO-E","INDO","FT",2,"",1,0,"NE"
551,"SO-C","HOSP","10-20",7,"",1,1,"S "
551,"SO-C","RODO","20-40",4,"",1,0,"NW"
551,"SO-C","HOSP","20-40",6,"",1,1,"NE"
551,"SO-C","EUST","FT",2,"",1,1,"W "
551,"SO-C","INDO","20-40",6,"",1,1,"NW"
551,"SO-C","MODO","20-40",4,"",1,1,"NW"
551,"SO-C","GIFL","FT",1,"",1,1,"SW"
551,"SO-C","HOFI","10-20",3,"",1,1,"SE"
551,"SO-C","CBTH","20-40",1,"",1,1,"NE"
551,"SO-C","INDO","FT",3,"",1,0,"W "
551,"SO-C","HOSP",">40",12,"",0,1,"S "
551,"SO-C","GTGR","FT",2,"",1,1,"S "
551,"SO-C","VERD","20-40",1,"",0,1,"SW"
551,"SO-C","GIWO",">40",1,"",0,1,"SW"
551,"SO-C","HOFI","FT",2,"",1,1,"E "
551,"SO-C","NOMO","20-40",1,"",1,1,"S "
551,"SO-C","EUST",">40",2,"",0,1,"SW"
551,"SO-C","MODO","FT",2,"",1,0,"N "
551,"SO-C","RODO","FT",3,"",1,0,"W "
551,"SO-C","HOSP",">40",10,"",0,1,"E "
551,"SO-C","WWDO","FT",2,"",1,0,"N "
551,"SO-C","GTGR",">40",2,"",0,1,"NW"
551,"SO-C","ANHU","20-40",1,"",0,1,"S "
551,"SO-C","ANHU","FT",1,"",1,1,"S "
552,"SO-S","HOSP","10-20",3,"",1,1,"NE"
552,"SO-S","HOFI","10-20",2,"",1,1,"NE"
552,"SO-S","VERD","20-40",1,"",1,1,"NE"
552,"SO-S","GTGR",">40",1,"",0,1,"N "
552,"SO-S","ANHU","10-20",1,"",1,1,"SW"
552,"SO-S","MODO","20-40",4,"",1,0,"NE"
552,"SO-S","HOSP",">40",10,"",0,1,"N "
552,"SO-S","HOFI","FT",1,"",1,1,"N "
552,"SO-S","MODO","FT",3,"",1,0,"N "
552,"SO-S","GIWO","20-40",1,"",0,1,"N "
552,"SO-S","NOMO","20-40",1,"",1,1,"SE"
552,"SO-S","MODO","FT",2,"",1,0,"E "
552,"SO-S","RODO","FT",4,"",1,0,"N "
552,"SO-S","HOFI",">40",2,"",0,1,"NW"
552,"SO-S","HOSP",">40",8,"",0,1,"SW"
552,"SO-S","MODO","FT",2,"",1,0,"S "
558,"DW-E","HOFI","20-40",2,"",0,1,"SE"
558,"CH-C","HOFI","FT",2,"",1,1,"N "
558,"DW-E","HOSP","0-5",2,"",1,0,"SE"
558,"DW-E","RODO","FT",1,"",1,0,"S "
558,"DW-E","WWDO","20-40",2,"",1,0,"NE"
558,"DW-E","CBTH","5-10",1,"",1,0,"NW"
558,"DW-E","HOSP",">40",4,"",1,0,"NW"
558,"CH-C","NOMO",">40",1,"",0,1,"N "
558,"DW-E","HOSP",">40",4,"",0,1,"N "
558,"CH-C","GIWO","FT",1,"",1,1,"W "
558,"DW-E","MODO","FT",1,"",1,0,"SW"
558,"CH-C","MODO",">40",3,"",1,0,"NW"
558,"DW-E","HOSP","5-10",4,"",1,0,"E "
558,"DW-E","RODO",">40",3,"",1,0,"E "
558,"CH-C","HOSP","20-40",6,"",1,1,"SW"
558,"DW-E","HOFI",">40",2,"",1,0,"E "
558,"CH-C","CBTH","20-40",1,"",1,1,"SW"
558,"DW-E","BCHU","20-40",1,"",1,0,"E "
558,"DW-E","MODO","FT",2,"",1,0,"N "
558,"CH-C","GIFL",">40",1,"",0,1,"S "
558,"CH-C","GTGR",">40",2,"",0,1,"E "
558,"DW-E","MODO","20-40",2,"",1,0,"NE"
558,"CH-C","WWDO","FT",2,"",1,0,"E "
558,"CH-C","HOFI",">40",2,"",0,1,"S "
558,"CH-C","HOSP","FT",3,"",1,1,"SW"
558,"CH-C","INDO","FT",2,"",1,0,"S "
559,"DW-C","HOSP","10-20",5,"",1,0,"N "
559,"DW-C","HOSP","20-40",5,"",1,0,"NW"
559,"DW-C","HOSP","5-10",4,"",1,0,"N "
559,"DW-C","HOSP","10-20",3,"",1,0,"NE"
559,"DW-C","HOSP","20-40",4,"",1,0,"NE"
559,"DW-C","HOSP","0-5",5,"",1,0,"E "
559,"DW-C","MODO","FT",1,"",1,0,"S "
559,"DW-C","NOMO",">40",1,"",0,1,"N "
559,"DW-C","GIWO",">40",1,"",0,1,"NW"
559,"DW-C","CACW","10-20",1,"",1,0,"NE"
559,"DW-C","HOSP",">40",6,"",1,0,"NE"
559,"DW-C","GIWO","0-5",1,"light pole",1,0,"E "
559,"DW-C","CACW","20-40",2,"",0,1,"N "
559,"DW-C","WWDO","FT",2,"",1,0,"NE"
559,"DW-C","EUST","20-40",1,"",1,0,"NE"
559,"DW-C","EUST",">40",1,"",1,0,"NE"
559,"DW-C","MODO","20-40",1,"",1,0,"NE"
559,"DW-C","HOFI","FT",3,"",1,0,"NW"
559,"DW-C","NOMO","FT",1,"",1,0,"S "
559,"DW-C","RODO","FT",2,"",1,0,"SW"
559,"DW-C","GTGR","FT",2,"",1,0,"N "
559,"DW-C","HOFI","FT",1,"",1,0,"E "
559,"DW-C","MODO","FT",2,"",1,0,"N "
559,"DW-C","HOSP",">40",5,"",0,0,"S "
559,"DW-C","HOSP",">40",7,"",0,1,"E "
560,"DW-N","HOSP","10-20",3,"",1,0,"S "
560,"DW-N","HOSP","20-40",5,"",1,0,"S "
560,"DW-N","HOSP","10-20",4,"",1,0,"SW"
560,"DW-N","CBTH","5-10",1,"",1,0,"S "
560,"DW-N","EUST","FT",4,"",1,0,"S "
560,"DW-N","MODO","FT",2,"",1,0,"SE"
560,"DW-N","CBTH",">40",1,"",0,1,"SE"
560,"DW-N","GIWO",">40",1,"",0,1,"SE"
560,"DW-N","HOSP","0-5",3,"",1,0,"E "
560,"DW-N","HOSP","10-20",5,"",1,0,"N "
560,"DW-N","GTGR","10-20",5,"",1,0,"SE"
560,"DW-N","MODO",">40",4,"",1,0,"SE"
560,"DW-N","MODO",">40",1,"",0,1,"E "
560,"DW-N","HOSP",">40",7,"",1,1,"NW"
560,"DW-N","HOSP","5-10",3,"",1,0,"N "
560,"DW-N","CACW","20-40",1,"",1,0,"NW"
560,"DW-N","INDO","20-40",2,"",0,1,"N "
560,"DW-N","CACW","5-10",2,"",1,0,"S "
560,"DW-N","WWDO","FT",2,"",1,0,"W "
560,"DW-N","HOFI",">40",7,"",0,1,"SE"
560,"DW-N","MODO","FT",4,"",1,0,"S "
560,"DW-N","ABTO",">40",1,"",0,1,"W "
560,"DW-N","MODO",">40",1,"",1,0,"SW"
561,"DW-C","HOSP","5-10",3,"",1,0,"SW"
561,"DW-C","EUST",">40",7,"",1,0,"SW"
561,"DW-C","EUST",">40",31,"",1,0,"W "
561,"DW-C","GTGR",">40",2,"",1,0,"W "
561,"DW-C","HOSP",">40",9,"",1,0,"W "
561,"DW-C","CACW","5-10",1,"",1,0,"NE"
561,"DW-C","HOSP",">40",2,"",1,0,"N "
561,"DW-C","HOFI","FT",1,"",1,0,"N "
561,"DW-C","CACW","20-40",2,"",1,0,"N "
561,"DW-C","GTGR","FT",2,"",1,0,"W "
561,"DW-C","GTGR","0-5",1,"",1,0,"N "
561,"DW-C","VERD","10-20",1,"",1,0,"SW"
561,"DW-C","HOSP","20-40",2,"",1,0,"SE"
561,"DW-C","HOSP","10-20",3,"",1,0,"S "
561,"DW-C","HOSP","5-10",2,"",1,0,"N "
561,"DW-C","BTGN","5-10",1,"",1,0,"NE"
561,"DW-C","HOFI",">40",3,"",1,0,"NE"
561,"DW-C","VERD",">40",1,"",0,1,"SE"
561,"DW-C","CBTH","10-20",1,"",1,0,"NE"
561,"DW-C","ABTO","10-20",1,"",1,0,"NE"
562,"DW-W","CBTH","10-20",1,"",1,0,"E "
562,"DW-W","HOSP","20-40",5,"*",1,0,"SE"
562,"DW-W","GAQU","20-40",2,"*",0,1,"W "
562,"DW-W","MODO","FT",1,"",1,0,"W "
562,"DW-W","VERD","20-40",1,"",1,0,"NE"
562,"DW-W","VERD","10-20",1,"",0,1,"W "
562,"DW-W","HOSP","20-40",4,"",1,1,"NE"
562,"DW-W","VERD","5-10",1,"*",1,0,"SW"
562,"DW-W","CACW",">40",1,"",0,1,"NE"
562,"DW-W","GIWO",">40",1,"",0,1,"W "
562,"DW-W","GIWO","5-10",1,"",1,0,"W "
562,"DW-W","GAQU","20-40",2,"",0,1,"SE"
562,"DW-W","HOSP","5-10",3,"*",1,0,"W "
562,"DW-W","CBTH","10-20",1,"*",1,0,"NW"
562,"DW-W","HOSP","5-10",1,"",1,0,"NW"
562,"DW-W","EUST","FT",1,"",1,0,"E "
562,"DW-W","INDO",">40",2,"",0,1,"SE"
562,"DW-W","GAQU",">40",2,"",0,1,"NW"
562,"DW-W","HOSP","5-10",1,"",1,0,"S "
562,"DW-W","CACW","20-40",1,"* = west of fence",0,1,"E "
562,"DW-W","CACW","5-10",2,"",1,0,"NW"
562,"DW-W","MODO","FT",2,"",1,0,"S "
562,"DW-W","GAQU","10-20",2,"*",1,0,"W "
562,"DW-W","COHA","20-40",1,"*",1,1,"W "
563,"CA-N","HOSP","20-40",4,"",1,1,"N "
563,"CA-N","HOSP",">40",3,"",0,1,"W "
563,"CA-N","HOSP",">40",5,"",1,1,"SW"
563,"CA-N","MODO","20-40",1,"",1,0,"NE"
563,"CA-N","RODO","20-40",1,"",1,0,"NE"
563,"CA-N","WWDO","FT",1,"",1,0,"NE"
563,"CA-N","RODO","FT",2,"",1,0,"NW"
563,"CA-N","HOSP","FT",3,"",1,0,"NE"
563,"CA-N","HOSP",">40",1,"",1,0,"NE"
563,"CA-N","CBTH",">40",1,"100+m",0,1,"N "
563,"CA-N","HOFI",">40",2,"200+m",0,1,"E "
563,"CA-N","CACW",">40",1,"100+m",0,1,"SW"
563,"CA-N","GTGR","FT",1,"",1,0,"S "
563,"CA-N","HOSP","10-20",1,"",1,0,"N "
563,"CA-N","MODO","FT",1,"",1,0,"SW"
563,"CA-N","CACW","10-20",1,"",1,0,"W "
563,"CA-N","WWDO","FT",1,"",1,0,"S "
563,"CA-N","HOSP",">40",4,"",0,1,"SE"
563,"CA-N","NOMO","FT",1,"100+m",1,0,"SE"
564,"CA-C","HOSP","20-40",7,"",1,1,"S "
564,"CA-C","HOFI",">40",5,"",0,1,"S "
564,"CA-C","CACW",">40",1,"",0,1,"W "
564,"CA-C","PHAI",">40",1,"",0,1,"SW"
564,"CA-C","ATFL",">40",1,"",1,0,"W "
564,"CA-C","WWDO","FT",3,"",1,0,"S "
564,"CA-C","COHU","10-20",1,"",1,0,"E "
564,"CA-C","VERD","20-40",3,"2 adults and 1 juvenille",1,0,"SE"
564,"CA-C","CBTH",">40",1,"",1,0,"NW"
564,"CA-C","EUST","FT",2,"",1,0,"S "
564,"CA-C","NOMO",">40",2,"",1,0,"S "
564,"CA-C","HOFI","FT",2,"",1,0,"NE"
564,"CA-C","MODO","FT",3,"",1,0,"S "
564,"CA-C","KILL",">40",3,"",1,0,"W "
564,"CA-C","HOLA",">40",1,"",1,0,"W "
564,"CA-C","HOLA","10-20",2,"",1,0,"NW"
564,"CA-C","HOSP","10-20",3,"",1,0,"S "
564,"CA-C","EUST",">40",1,"",1,0,"W "
564,"CA-C","SAPH","10-20",1,"",1,0,"S "
564,"CA-C","HOFI","FT",2,"",1,0,"E "
564,"CA-C","NOMO","10-20",1,"",1,0,"E "
564,"CA-C","GTGR","FT",1,"",1,0,"S "
564,"CA-C","CACW","20-40",3,"",1,0,"NE"
564,"CA-C","GTGR","5-10",1,"",1,0,"N "
564,"CA-C","GAQU","20-40",3,"",1,0,"NE"
564,"CA-C","HOFI","10-20",2,"",1,0,"S "
565,"CA-N","HOFI","10-20",2,"",1,1,"E "
565,"CA-N","HOSP","10-20",3,"",1,1,"E "
565,"CA-N","HOSP","20-40",4,"",1,1,"NW"
565,"CA-N","GTGR",">40",1,"",0,1,"NW"
565,"CA-N","GTGR","FT",1,"",1,1,"N "
565,"CA-N","GIFL","FT",1,"",1,1,"W "
565,"CA-N","HOFI","FT",1,"",1,0,"E "
565,"CA-N","HOSP",">40",6,"",0,1,"W "
565,"CA-N","EUST","FT",1,"",1,0,"N "
565,"CA-N","MODO","20-40",2,"",1,0,"W "
565,"CA-N","INDO","FT",2,"",1,0,"S "
565,"CA-N","HOSP","20-40",6,"",0,1,"SE"
565,"CA-N","NOMO","10-20",1,"",1,1,"N "
565,"CA-N","RODO","FT",2,"",1,0,"S "
566,"CA-E","HOFI","10-20",2,"",1,1,"SW"
566,"CA-E","HOSP","20-40",4,"",1,1,"NW"
566,"CA-E","VERD","10-20",1,"",1,1,"SW"
566,"CA-E","GTGR",">40",2,"",0,1,"N "
566,"CA-E","EUST",">40",2,"",0,1,"SW"
566,"CA-E","HOSP","10-20",3,"",1,1,"SW"
566,"CA-E","HOSP","20-40",3,"",1,1,"NE"
566,"CA-E","HOSP",">40",10,"",0,1,"NE"
566,"CA-E","GTGR","FT",1,"",1,1,"N "
566,"CA-E","GIWO","10-20",1,"",1,1,"SW"
566,"CA-E","CACW",">40",1,"",0,1,"SW"
566,"CA-E","MODO","FT",2,"",1,0,"N "
566,"CA-E","RODO","FT",3,"",1,0,"W "
566,"CA-E","HOFI","FT",2,"",1,1,"E "
566,"CA-E","INDO","10-20",2,"",1,1,"SW"
566,"CA-E","ANHU","FT",1,"",1,1,"N "
567,"CA-W","MODO","FT",3,"",1,0,"W "
567,"CA-W","VERD",">40",1,"",0,1,"W "
567,"CA-W","HOSP","20-40",6,"",0,1,"NE"
567,"CA-W","HOFI","FT",2,"",1,1,"W "
567,"CA-W","EUST","FT",1,"",1,0,"N "
567,"CA-W","HOFI",">40",2,"",0,1,"SW"
567,"CA-W","VERD","FT",2,"",1,1,"W "
567,"CA-W","HOSP","20-40",6,"",0,1,"E "
567,"CA-W","MODO","FT",2,"",1,0,"N "
567,"CA-W","WWDO","FT",2,"",1,0,"N "
567,"CA-W","RODO","10-20",2,"",1,0,"E "
567,"CA-W","ANHU","FT",1,"",1,1,"W "
567,"CA-W","GTGR","FT",1,"",1,0,"N "
568,"CA-S","CACW","20-40",1,"",0,1,"S "
568,"CA-S","HOSP",">40",12,"",0,1,"N "
568,"CA-S","HOSP","20-40",6,"",1,1,"E "
568,"CA-S","GTGR","FT",1,"",1,0,"S "
568,"CA-S","GIWO",">40",1,"",0,1,"N "
568,"CA-S","HOFI","FT",3,"",1,1,"E "
568,"CA-S","MODO","FT",2,"",1,0,"E "
568,"CA-S","RODO","FT",3,"",1,0,"N "
568,"CA-S","GTGR",">40",2,"",0,1,"S "
568,"CA-S","VERD","10-20",1,"",1,1,"W "
568,"CA-S","RODO","FT",2,"",1,0,"W "
568,"CA-S","NOMO",">40",1,"",0,1,"N "
568,"CA-S","WWDO","FT",2,"",1,0,"W "
568,"CA-S","HOSP",">40",10,"",0,1,"S "
569,"CA-C","HOSP","20-40",6,"",0,1,"E "
569,"CA-C","HOSP",">40",12,"",0,1,"SW"
569,"CA-C","HOFI","FT",3,"",1,1,"N "
569,"CA-C","GTGR",">40",2,"",0,1,"S "
569,"CA-C","GIFL","20-40",1,"",1,1,"SW"
569,"CA-C","VERD","10-20",1,"",1,1,"SE"
569,"CA-C","HOSP","10-20",4,"",1,1,"S "
569,"CA-C","CBTH","20-40",1,"",1,1,"S "
569,"CA-C","HOFI","20-40",4,"",1,1,"NW"
569,"CA-C","NOMO",">40",1,"",0,1,"N "
569,"CA-C","ANHU","10-20",1,"",1,1,"E "
569,"CA-C","MODO","20-40",7,"",1,0,"W "
569,"CA-C","INDO","20-40",6,"",1,0,"W "
569,"CA-C","WWDO","20-40",3,"",1,0,"NW"
569,"CA-C","HOSP","FT",2,"",1,1,"S "
569,"CA-C","NOMO","FT",1,"",1,1,"S "
569,"CA-C","GIWO","FT",1,"",1,1,"W "
569,"CA-C","CACW","20-40",1,"",1,1,"S "
569,"CA-C","CACW",">40",1,"",0,1,"SW"
569,"CA-C","HOFI",">40",3,"",1,1,"N "
569,"CA-C","GTGR","FT",2,"",1,1,"N "
569,"CA-C","MODO","FT",3,"",1,0,"E "
569,"CA-C","EUST",">40",2,"",1,1,"NW"
569,"CA-C","INDO","FT",2,"",1,0,"E "
570,"DW-W","HOSP",">40",10,"",0,1,"NE"
570,"DW-W","HOSP","FT",2,"",1,1,"S "
570,"DW-W","HOSP",">40",10,"",0,1,"SE"
570,"DW-W","GIWO","FT",1,"",1,1,"S "
570,"DW-W","HOFI","20-40",3,"",1,1,"W "
570,"DW-W","CACW","20-40",1,"",1,1,"W "
570,"DW-W","GIWO",">40",1,"",0,1,"W "
570,"DW-W","GIFL","FT",1,"",1,1,"W "
570,"DW-W","VERD","20-40",1,"",0,1,"NE"
570,"DW-W","MODO","FT",2,"",1,0,"W "
570,"DW-W","WWDO","FT",2,"",1,0,"N "
570,"DW-W","CACW",">40",1,"",0,1,"SW"
570,"DW-W","HOFI","20-40",2,"",0,1,"NE"
570,"DW-W","CBTH",">40",1,"",0,1,"W "
571,"DW-N","CACW",">40",1,"",0,1,"N "
571,"DW-N","MODO","FT",2,"",1,0,"E "
571,"DW-N","HOFI","20-40",2,"",1,1,"NW"
571,"DW-N","EUST",">40",1,"",0,1,"E "
571,"DW-N","HOSP",">40",10,"",0,1,"NW"
571,"DW-N","HOSP",">40",10,"",0,1,"SE"
571,"DW-N","INDO","FT",2,"",1,0,"W "
571,"DW-N","GTGR",">40",2,"",0,1,"S "
571,"DW-N","GTGR","FT",1,"",1,0,"N "
571,"DW-N","GIWO","20-40",1,"",0,1,"NE"
571,"DW-N","VERD",">40",1,"",0,1,"E "
571,"DW-N","HOSP","FT",3,"",1,1,"N "
571,"DW-N","HOSP","20-40",3,"",1,1,"S "
571,"DW-N","MODO","FT",2,"",1,0,"N "
571,"DW-N","RODO","FT",2,"",1,0,"NW"
572,"DW-S","HOSP","10-20",6,"",1,1,"NW"
572,"DW-S","HOSP","20-40",12,"",0,1,"E "
572,"DW-S","HOFI","20-40",2,"",1,1,"SW"
572,"DW-S","GTGR","FT",1,"",1,0,"S "
572,"DW-S","NOMO","10-20",1,"",1,1,"E "
572,"DW-S","ANHU","10-20",1,"",1,1,"SE"
572,"DW-S","EUST",">40",2,"",0,1,"W "
572,"DW-S","VERD","20-40",1,"",1,1,"SE"
572,"DW-S","HOFI","FT",2,"",1,1,"E "
572,"DW-S","MODO","FT",4,"",1,0,"E "
572,"DW-S","RODO","FT",3,"",1,0,"N "
572,"DW-S","ABTO","20-40",1,"",0,1,"E "
572,"DW-S","MODO",">40",2,"",1,0,"SE"
572,"DW-S","INDO",">40",3,"",1,0,"SE"
572,"DW-S","HOSP","FT",3,"",1,1,"W "
572,"DW-S","GIWO",">40",1,"",0,1,"S "
572,"DW-S","HOSP",">40",10,"",0,1,"N "
573,"DW-E","MODO","FT",2,"",1,0,"E "
573,"DW-E","WWDO","FT",1,"",1,0,"E "
573,"DW-E","EUST",">40",2,"",0,1,"S "
573,"DW-E","GTGR",">40",1,"",0,1,"S "
573,"DW-E","GIWO","20-40",1,"",0,1,"NE"
573,"DW-E","HOSP","20-40",12,"",0,1,"W "
573,"DW-E","HOSP",">40",4,"",1,1,"E "
573,"DW-E","HOSP","20-40",3,"",1,1,"SE"
573,"DW-E","GTGR","FT",1,"",1,0,"E "
573,"DW-E","HOFI","FT",2,"",1,1,"NE"
573,"DW-E","MODO","FT",2,"",1,0,"N "
573,"DW-E","ANHU","20-40",1,"",0,1,"NE"
573,"DW-E","NOMO",">40",1,"",0,1,"N "
573,"DW-E","VERD","20-40",1,"",1,1,"SE"
573,"DW-E","EUST","FT",1,"",1,0,"S "
573,"DW-E","INDO","20-40",2,"",1,0,"NW"
573,"DW-E","RODO","FT",3,"",1,0,"N "
574,"CA-E","CACW","10-20",2,"",1,0,"NE"
574,"CA-E","HOSP","20-40",5,"",1,1,"E "
574,"CA-E","HOSP","20-40",5,"",1,1,"SE"
574,"CA-E","HOSP",">40",3,"",1,0,"SW"
574,"CA-E","HOSP","10-20",4,"",1,0,"SW"
574,"CA-E","WWDO","FT",6,"",1,0,"SW"
574,"CA-E","MODO","FT",1,"",1,0,"W "
574,"CA-E","GTGR","FT",1,"",1,0,"E "
574,"CA-E","NOMO",">40",1,"",0,1,"N "
574,"CA-E","MODO","5-10",1,"",1,0,"E "
574,"CA-E","HOFI","5-10",1,"",1,0,"E "
574,"CA-E","MODO","20-40",1,"",1,0,"E "
574,"CA-E","HOFI","10-20",1,"",1,0,"E "
574,"CA-E","HOFI","20-40",3,"",1,0,"SE"
574,"CA-E","VERD","10-20",1,"",1,0,"S "
574,"CA-E","NOMO",">40",1,"",0,1,"NE"
574,"CA-E","MODO",">40",1,"",1,0,"NE"
574,"CA-E","HOSP","5-10",2,"",1,0,"W "
574,"CA-E","HOFI","FT",2,"",1,0,"N "
574,"CA-E","CACW","10-20",1,"",1,0,"W "
574,"CA-E","HOSP","10-20",3,"",1,0,"W "
574,"CA-E","NOMO","FT",1,"",1,0,"SE"
574,"CA-E","MODO","FT",2,"",1,0,"S "
574,"CA-E","CBTH",">40",1,"",0,1,"NW"
575,"CA-W","MODO",">40",1,"",0,1,"N "
575,"CA-W","HOSP","20-40",4,"",1,0,"NE"
575,"CA-W","CACW",">40",1,"",1,0,"NE"
575,"CA-W","MODO","FT",2,"",1,0,"E "
575,"CA-W","GTGR",">40",2,"",0,1,"S "
575,"CA-W","EUST",">40",4,"",0,1,"E "
575,"CA-W","HOSP","10-20",5,"",1,0,"SE"
575,"CA-W","HOSP","FT",1,"",1,0,"W "
575,"CA-W","HOSP","20-40",4,"",1,1,"E "
575,"CA-W","MODO","FT",1,"",1,0,"S "
575,"CA-W","HOSP","5-10",1,"",1,0,"S "
575,"CA-W","GIWO",">40",1,"",0,1,"SE"
575,"CA-W","WWDO",">40",1,"",1,0,"W "
575,"CA-W","HOSP","10-20",2,"",1,0,"SW"
575,"CA-W","ANHU",">40",1,"",1,0,"NE"
575,"CA-W","GTGR",">40",1,"",0,1,"E "
575,"CA-W","NOFL",">40",1,"",0,1,"N "
575,"CA-W","HOSP","FT",1,"",1,0,"E "
575,"CA-W","HOSP","FT",1,"",1,0,"SE"
575,"CA-W","RODO","FT",2,"",1,0,"S "
575,"CA-W","MODO","FT",2,"",1,0,"SE"
575,"CA-W","NOMO",">40",1,"",1,0,"NW"
575,"CA-W","HOFI","10-20",3,"",1,0,"W "
575,"CA-W","HOFI","20-40",1,"",1,0,"SE"
575,"CA-W","CBTH",">40",1,"",0,1,"SE"
576,"CA-S","HOSP","20-40",4,"",1,0,"N "
576,"CA-S","CBTH","20-40",1,"",0,1,"N "
576,"CA-S","HOSP",">40",5,"",0,1,"NW"
576,"CA-S","VERD","20-40",1,"",0,1,"W "
576,"CA-S","CACW",">40",2,"",0,1,"N "
576,"CA-S","GTGR","FT",2,"",1,0,"N "
576,"CA-S","HOSP","10-20",3,"",1,0,"S "
576,"CA-S","HOSP",">40",4,"",1,1,"SE"
576,"CA-S","CBTH","10-20",1,"",1,0,"W "
576,"CA-S","MODO",">40",2,"",0,1,"E "
576,"CA-S","NOMO",">40",1,"",0,1,"SE"
576,"CA-S","MODO","5-10",1,"",1,0,"S "
576,"CA-S","HOFI","20-40",3,"",1,0,"NW"
576,"CA-S","VERD","5-10",1,"",1,0,"W "
576,"CA-S","HOSP","20-40",3,"",1,0,"W "
576,"CA-S","HOFI","FT",1,"",1,0,"W "
576,"CA-S","VERD","20-40",1,"",1,0,"SW"
576,"CA-S","HOSP","FT",2,"",1,0,"S "
576,"CA-S","MODO","10-20",2,"",1,0,"SE"
576,"CA-S","ATFL",">40",1,"",0,1,"S "
576,"CA-S","ANHU","10-20",1,"",1,0,"S "
576,"CA-S","MODO","FT",1,"",1,0,"S "
577,"CG-S","HOSP","10-20",3,"",1,0,"E "
577,"CG-S","HOSP","20-40",3,"",1,0,"E "
577,"CG-S","NOMO",">40",1,"",1,0,"E "
577,"CG-S","GTGR","FT",2,"",1,0,"SW"
577,"CG-S","INDO","5-10",2,"",1,0,"S "
577,"CG-S","HOSP","5-10",5,"",1,0,"S "
577,"CG-S","GIWO",">40",1,"200+m",0,1,"W "
577,"CG-S","MODO","20-40",2,"",1,0,"W "
577,"CG-S","INDO",">40",2,"",1,0,"E "
577,"CG-S","GIWO",">40",1,"",0,1,"SE"
577,"CG-S","BHCO","20-40",3,"",1,0,"N "
577,"CG-S","BHCO","20-40",1,"",1,0,"SW"
577,"CG-S","MODO","20-40",1,"",1,0,"N "
577,"CG-S","WWDO","20-40",1,"",1,0,"N "
577,"CG-S","MODO",">40",2,"",0,1,"N "
577,"CG-S","ANHU","20-40",1,"",1,0,"NW"
577,"CG-S","HOSP","FT",1,"",1,0,"NE"
577,"CG-S","NOMO",">40",1,"",1,0,"NE"
577,"CG-S","INDO",">40",6,"",0,1,"N "
577,"CG-S","WWDO",">40",1,"",1,0,"SE"
577,"CG-S","WWDO","10-20",1,"",1,0,"SW"
