Country Name,Country Code,Series Name,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Costa Rica,CRI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,57.2119444310877,55.0019531686709,56.5946562635755,47.9928657985015,46.8910278547576,47.7202079228136,49.0638915530209,48.9982241047255,48.0706237184558,47.5159042094903,48.264809793525,47.8848298663367,49.37779479225,49.8802727339625,..,..,..,..,..,..
Costa Rica,CRI,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,3.9914675768,..,..,..,..,5.4505119454,..,..,..
Cote d'Ivoire,CIV,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,17.79,17.66,17.63,17.61,17.58,17.62,17.78,17.8,17.68,17.93,17.87,17.96,17.89,18.03,17.96,18.23,..,..,..,..
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,49.6661682128906,51.4,51.6233062744141,52.5865020751953,58.9,60.1710526315789,55.4197807312012,60.3,57.3142738342285,58.2818870544434,55.8,55.8,61.3273582458496,61.9,62.6,64.3,65.6,67.1723709106445,68.5501098632813,..
Cote d'Ivoire,CIV,CO2 emissions (kt),EN.ATM.CO2E.KT,6260,6380,5150,5420,5810,5630,5550,6360,5930,6220,5990,7890,8460,8960,9560,9320,10380,9910,..,..
Cote d'Ivoire,CIV,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,34.2983971532307,37.8487156284546,32.5014405081501,24.9305732993684,25.3912567218617,21.4491642750928,24.2532852502159,24.6166579573275,22.7178036261412,23.2315074256831,20.8677616437152,24.6801540811143,26.6581215014873,26.4923300237552,..,..,..,..,..,..
Cote d'Ivoire,CIV,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,6.4140105079,..,..,..,..,6.4015372641,..,..,..,..,5.4642926639,..,..,..,..,5.0875656743,..,..,..
Croatia,HRV,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,81.68,82.85,84.03,85.07,85.77,86.93,87.55,88.48,89.18,89.91,90.54,90.91,91.33,91.96,92.28,92.7,..,..,..,..
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Croatia,HRV,CO2 emissions (kt),EN.ATM.CO2E.KT,19200,20280,21610,21110,21470,21620,22890,21740,20320,19460,19040,17460,17040,16340,16680,16940,17480,16580,..,..
Croatia,HRV,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,77.7875080113597,79.7087521961615,79.5043878047029,78.0395299623686,77.0328017241247,77.640036380428,79.6582710740328,78.0516061170525,76.1296542677746,74.2949719561098,74.6370982792933,72.2377621242352,71.3032462860036,70.7036623421282,..,..,..,..,..,..
Croatia,HRV,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,1.2750111161,..,..,..,..,1.4472463952,..,..,..,..,1.4695420187,..,..,..,..,1.4959982214,..,..,..
Cuba,CUB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,69.42,70.37,71.31,72.2,73,73.78,74.61,75.35,75.86,76.59,77.01,77.76,78.2,78.64,79.04,79.44,..,..,..,..
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.2198944091797,95.5,96.5566253662109,96.7096099853516,96.8509368896484,96.9831314086914,97.1122741699219,97.2446060180664,97.3863525390625,97.5437622070313,97.7230682373047,97.9287872314453,98.1586227416992,98.4085464477539,98.6745452880859,98.9525985717773,99.2386932373047,99.5288009643555,99.8,..
Cuba,CUB,CO2 emissions (kt),EN.ATM.CO2E.KT,27190,25960,25230,24970,25860,26300,27200,26310,27100,30260,28540,28850,27350,26880,27490,28450,25650,24970,..,..
Cuba,CUB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,69.7332787030279,72.6293850564265,75.270210542189,75.4388475672112,81.0269063003181,84.232320780289,84.9796214114613,86.9278448941987,87.2658908265617,89.8845921447214,87.5964600433951,87.4644710386276,87.5088346223724,85.5964145599651,..,..,..,..,..,..
Cuba,CUB,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,18.0494111943,..,..,..,..,16.9836573198,..,..,..,..,22.8638683411,..,..,..,..,23.9394460692,..,..,..
Curacao,CUW,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,99.9978332519531,99.9852981567383,99.9539031982422,99.9089813232422,100,100,100,100,100,100,100,100,100,100,..
Curacao,CUW,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Cyprus,CYP,CO2 emissions (kt),EN.ATM.CO2E.KT,6930,7110,7770,7710,7870,7940,8240,8400,8180,7820,7550,7020,6380,6750,6780,7150,7300,7230,..,..
Cyprus,CYP,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,97.8273938327575,97.7756552510606,97.8101748386258,97.5007966536882,97.4315706565891,97.5068932877896,96.7166461124675,96.1058446007409,95.7814844337477,95.3906538183929,94.8940948336657,94.165524866543,92.9908098356461,92.9062150260328,..,..,..,..,..,..
Cyprus,CYP,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,23.3324220886,..,..,..,..,22.4302897758,..,..,..,..,34.8961180973,..,..,..,..,29.5243302351,..,..,..
Czech Republic,CZE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,93.82,94.4,94.83,95.26,95.65,95.91,96.19,96.46,96.68,96.78,96.77,96.99,97.07,97.14,97.17,97.13,..,..,..,..
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Czech Republic,CZE,CO2 emissions (kt),EN.ATM.CO2E.KT,122720,118530,122770,123440,120000,120600,123630,118310,111170,113930,110980,107170,102720,99750,100980,102860,103420,102480,..,..
Czech Republic,CZE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,89.0209378258251,86.8719392271477,84.2496042476403,83.6902433837101,83.6751207215882,82.9781730781546,83.0622773413802,81.4233055710291,79.6576977172214,80.559800806804,79.2873391262345,77.20089282697,77.1817694354636,75.2785222475024,77.7345870580784,..,..,..,..,..
Czech Republic,CZE,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,29.0161192214,..,..,..,..,29.9513381995,..,..,..,..,27.9866180049,..,..,..,..,24.7871046229,..,..,..
Denmark,DNK,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Denmark,DNK,CO2 emissions (kt),EN.ATM.CO2E.KT,53850,53980,59340,53890,50270,58210,53400,50120,47890,48180,43090,38210,39980,35760,33600,35380,33330,33380,..,..
Denmark,DNK,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,88.2707013007272,87.9899084650889,89.6796771920172,85.4747882362454,82.1873030525818,86.6366222223976,82.0366135499006,80.1313683361241,79.5758042575441,78.2742257090851,74.8222782100362,70.8623706607139,70.2593871097906,67.7045581238811,64.9270894675666,..,..,..,..,..
Denmark,DNK,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,17.6690102758,..,..,..,..,15.0189291509,..,..,..,..,19.6998377501,..,..,..,..,20.0405624662,..,..,..
Djibouti,DJI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,5.51,5.74,6.02,6.23,6.49,6.85,7.17,7.59,7.90999999999999,8.38,8.84,9.25,9.79,10.29,10.89,11.52,..,..,..,..
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,56.3720207214355,49.7,56.36572265625,56.3471984863281,56.3170127868652,55.5,56.2353248596191,56.1961402893066,56.1663780212402,56.152271270752,56.1600608825684,54.6,56.2525901794434,56.633903503418,57.6614532470703,58.7483558654785,60.2,60.5715599060059,61.275936126709,..
Djibouti,DJI,CO2 emissions (kt),EN.ATM.CO2E.KT,380,400,410,400,430,430,470,470,460,520,480,510,560,460,540,490,470,490,..,..
Djibouti,DJI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,6.3333333333,..,..,..,..,6.3333333333,..,..,..,..,6.3333333333,..,..,..,..,6.3333333333,..,..,..
Dominica,DMA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,79.5,80.85,81.69,82.73,83.74,84.47,85.29,85.97,86.86,87.45,88.01,88.66,89.19,89.67,90.06,90.6,..,..,..,..
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,82.3100662231445,87.7,84.9650650024414,86.2771911621094,87.5776519775391,88.8689804077148,90.1572647094727,90.9,92.7496109008789,94.0661544799805,95.4045867919922,96.7694473266602,98.1584167480469,99.5674743652344,99.7767715454102,99.9729690551758,100,100,100,..
Dominica,DMA,CO2 emissions (kt),EN.ATM.CO2E.KT,150,120,140,160,160,170,180,180,500,180,170,250,170,180,180,180,170,180,..,..
Dominica,DMA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,8.3,..,..,..,..,9.15,..,..,..,..,10,..,..,..,..,10,..,..,..
Dominican Republic,DOM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,81.07,81.79,82.68,83.43,84.1,84.73,85.58,86.2,86.73,87.31,87.9,88.4,88.99,89.5,89.93,90.41,..,..,..,..
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.791362,89.749814,89.173808,90.316567,90.141224,90.118148,96.876342,97.576197,97.85776,98.145414,97.898872,97.86705,98.385853,98.470979,98.560364,98.9,100,98.9,100,..
Dominican Republic,DOM,CO2 emissions (kt),EN.ATM.CO2E.KT,18970,20870,18720,17250,18660,20320,20580,20540,19630,20640,20870,21640,21250,21320,23450,24460,23390,25120,..,..
Dominican Republic,DOM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,87.701295592677,88.2630815860735,85.4950774580325,86.6264888057654,86.4243537365776,85.4024510118215,86.8982745736495,87.1128957327589,84.8724211880225,85.4027414273292,86.4845322538329,84.8224276582625,86.7667115342418,86.5635959798664,..,..,..,..,..,..
Dominican Republic,DOM,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,28.3030370206,..,..,..,..,34.0523165595,..,..,..,..,43.919086677,..,..,..,..,50.3097982709,..,..,..
Ecuador,ECU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,87.89,88.85,89.75,90.29,90.83,91.62,92.1,92.57,93.09,93.57,93.99,94.39,94.73,95.02,95.24,95.58,..,..,..,..
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.8937301635742,94.2419128417969,94.973044,94.9086990356445,95.83265,96.315259,96.812618,97.206576,96.470862,97.462142,96.872699,97.194929,98.034674,98.976067,98.825883,98.7,99.2,98.7,100,..
Ecuador,ECU,CO2 emissions (kt),EN.ATM.CO2E.KT,23420,23590,23960,25420,27150,29110,29580,30280,32430,34650,35500,36630,39430,41200,40720,39010,37760,39530,..,..
Ecuador,ECU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,85.8636343083442,85.4397382541036,85.2379539008164,83.9555057762964,84.8893298339034,84.9444118600684,85.5949458040093,83.1489281776411,87.0150755823181,87.8486545089658,86.2418461703378,86.0662932416134,86.7705451864697,86.8846603647343,..,..,..,..,..,..
Ecuador,ECU,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,6.5568399453,..,..,..,..,6.7823529412,..,..,..,..,6.7823529412,..,..,..,..,6.7823529412,..,..,..
"Egypt, Arab Rep.",EGY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,85.24,87.71,88.85,90.28,91.98,93.14,94,94.6,95.34,95.99,96.27,96.48,96.85,97.11,97.31,97.62,..,..,..,..
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.3451766967773,97.5630569458008,98.8,97.9692459106445,99.4,99.04,98.5062561035156,99.8,98.8699035644531,99.4463729858398,99.4872512817383,99.7,99.8213043212891,99.8,99.3,100,100,100,100,..
"Egypt, Arab Rep.",EGY,CO2 emissions (kt),EN.ATM.CO2E.KT,125010,127740,131240,142690,160590,169130,182230,189120,195490,196500,201610,212410,210430,216650,225950,233960,238690,246260,..,..
"Egypt, Arab Rep.",EGY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,94.2236041496494,94.8704914261058,94.9735800017942,96.817362763748,96.2311519534118,96.2809918818507,96.0404793831894,96.1621091449021,96.4016631382531,97.2117611349725,96.7923892019965,96.8168002322124,98.4600911878015,97.9289297878435,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,126.247723133,..,..,..,..,134.1120218579,..,..,..,..,116.029143898,..,..,..,..,116.9398907104,..,..,..
El Salvador,SLV,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,59.04,61.49,63.83,66.11,68.09,70.27,72.29,74.16,75.76,77.68,79.15,80.64,82.34,83.52,84.71,86,..,..,..,..
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,87.063829,87.54906,86.961151,87.357045,87.525839,89.201467,91.109558,91.000227,91.08402,91.580238,92.574686,93.680571,95.043105,95.125416,95.4,96,96.8,97,100,..
El Salvador,SLV,CO2 emissions (kt),EN.ATM.CO2E.KT,5870,5940,6510,6680,6840,7230,7630,6910,6680,6540,6780,6770,6460,6590,7000,7170,6380,6810,..,..
El Salvador,SLV,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,44.1963832880973,44.2087006909016,45.0238153450508,44.5340867670631,44.0880532026738,44.2910509633857,47.8281169198286,44.6157239377346,47.2286276001126,46.4562297444894,47.381766794729,48.4643046993673,47.8968435229118,48.4295873408768,..,..,..,..,..,..
El Salvador,SLV,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,10.4346849657,..,..,..,..,13.2127261385,..,..,..,..,13.2127261385,..,..,..,..,13.2127261385,..,..,..
Equatorial Guinea,GNQ,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,23.27,24.33,24.82,25.71,26.39,27.12,28.23,28.83,29.64,30.58,31.1,31.51,32.97,33.75,34,34.39,..,..,..,..
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,66.1,65.6633682250977,65.7557754516602,65.8682708740234,65.9968490600586,66.1374740600586,66.2861404418945,66.4388275146484,66.5921783447266,..
Equatorial Guinea,GNQ,CO2 emissions (kt),EN.ATM.CO2E.KT,2730,4030,5160,7250,8090,9160,7550,8980,9660,9520,9710,10010,9350,8090,7140,5600,5630,6670,..,..
Equatorial Guinea,GNQ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,0.1701575533,..,..,..,..,0.1835032437,..,..,..,..,0.1835032437,..,..,..,..,0.1835032437,..,..,..
Eritrea,ERI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,6.49,7.07,7.56,7.88,8.76,9.3,9.96,10.58,11.37,12.13,12.73,13.4,14.01,14.78,15.6,16.32,..,..,..,..
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,30.3014354705811,32.2,32.469783782959,33.5385856628418,34.5957221984863,35.6437301635742,36.6886863708496,37.7368240356445,38.7943878173828,39.8676071166992,40.962718963623,42.0842514038086,43.2298965454102,44.3956336975098,45.5774459838867,46.771312713623,47.9732131958008,49.1791381835938,50.3857307434082,..
Eritrea,ERI,CO2 emissions (kt),EN.ATM.CO2E.KT,700,680,690,680,600,520,510,450,470,500,580,630,650,680,650,660,720,800,..,..
Eritrea,ERI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,28.3735120873313,26.8514905989118,29.6708355999621,35.2180695832269,34.4092456539599,25.8607575242453,26.0849066473243,19.1059381718437,22.2061975358928,21.5776663971393,21.8837998270149,22.5363652631848,22.6055993680964,23.1334476987139,..,..,..,..,..,..
Eritrea,ERI,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,9.5564516129,..,..,..,..,11.1751152074,..,..,..,..,11.1751152074,..,..,..,..,11.1751152074,..,..,..
Estonia,EST,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,81,82.27,83.25,84.79,85.64,86.64,87.58,88.38,89.26,90.04,90.54,91.18,91.65,92.14,92.61,92.89,..,..,..,..
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Estonia,EST,CO2 emissions (kt),EN.ATM.CO2E.KT,15290,14860,16830,16920,17120,15890,19850,18290,14960,18880,18050,16780,19190,17820,15370,15650,16280,16000,..,..
Estonia,EST,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,31.874953468513,29.5870558288905,28.3068900453646,29.2458584875322,30.2847036757074,31.4113867223418,28.5986648091688,28.0720192126046,23.2880943203542,20.5748577715591,18.8779781157611,19.5597493844909,17.1986297458196,14.4902911133818,13.0562153357344,..,..,..,..,..
Estonia,EST,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,15.2965367965,..,..,..,..,19.8474025974,..,..,..,..,17.6515151515,..,..,..,..,19.3073593074,..,..,..
Eswatini,SWZ,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,28.72,29.98,31.63,32.96,34.57,35.93,37.26,38.78,40.01,41.57,42.82,44.49,45.73,47.15,48.52,49.7,..,..,..,..
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,26.9,25.8789119720459,28.6920642852783,31.4945755004883,34.2854232788086,35.2,39.8458061218262,42.6276588439941,38.6,45.5523376086057,51.0546836853027,54.2110481262207,57.4630966186523,65,64.1318511962891,63.43,73.5,74.1094360351563,77.1696395874023,..
Eswatini,SWZ,CO2 emissions (kt),EN.ATM.CO2E.KT,1080,1070,1000,990,1010,1010,1040,1020,1070,1010,1020,1060,1550,960,1030,1230,1040,1090,..,..
Eswatini,SWZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,76.4270152505,..,..,..,..,77.559912854,..,..,..,..,77.559912854,..,..,..,..,77.559912854,..,..,..
Ethiopia,ETH,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,1.18,1.31,1.45999999999999,1.58,1.79,1.96,2.1,2.36,2.51,2.69,2.82,3.01,3.11,3.25,3.4,3.51,..,..,..,..
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,25.4776439666748,26.3794784545898,27.2718467712402,28.1535758972168,14,29.8845748901367,..,31.6035270690918,32.4740142822266,33.3601608276367,23,35.2026634216309,36.1612358093262,27.2,29,42.9,44.3,45.0534019470215,48.2716217041016,..
Ethiopia,ETH,CO2 emissions (kt),EN.ATM.CO2E.KT,4400,4570,5020,5330,5050,5400,6070,6880,6930,6470,7540,8460,10280,12330,12880,14950,15460,16280,..,..
Ethiopia,ETH,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,4.13204822205569,4.18622995187848,4.39883549998911,4.47410244066764,4.09358818908643,4.2470623884895,4.64888774077082,4.90528842655318,4.8568016823576,4.57911797197511,4.5734118034144,5.00756688423971,5.78827082005989,6.56980662963724,..,..,..,..,..,..
Ethiopia,ETH,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,16.996941896,..,..,..,..,25.5351403948,..,..,..,..,29.2691409508,..,..,..,..,32.2571865443,..,..,..
Faroe Islands,FRO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Faroe Islands,FRO,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,31.58,32.43,32.91,33.47,33.98,34.69,35.39,35.8,36.33,36.91,37.47,37.93,38.32,38.83,39.16,39.56,..,..,..,..
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,77.0102920532227,79.63,80,80.8564071655273,82.1165313720703,83.3675308227539,88.9,86.16,87.1271514892578,89.1906661987305,90.1023330688477,91.0259780883789,91.75,93.7433395385742,95.1281356811523,96.5249938964844,96,99.3387908935547,100,..
Fiji,FJI,CO2 emissions (kt),EN.ATM.CO2E.KT,1080,920,1080,1460,1280,1370,1260,960,970,1160,1110,1030,1130,1310,1510,1740,1810,1900,..,..
Fiji,FJI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,0.290647986,..,..,..,..,0.2973730298,..,..,..,..,0.2973730298,..,..,..,..,0.2973730298,..,..,..
Finland,FIN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Finland,FIN,CO2 emissions (kt),EN.ATM.CO2E.KT,61090,63440,71710,67680,55460,67020,65100,56660,54180,62530,55120,49410,50190,46160,42820,45710,43010,44360,..,..
Finland,FIN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,50.3344195259089,51.3468472390785,54.4223957521716,53.3348435194718,49.1854771005222,51.7060955208221,49.8206882858933,47.7186223640103,48.4789118680744,48.800028810787,46.9886280150822,43.0333637246216,42.6267230473743,42.1825267911597,40.2079829899529,..,..,..,..,..
Finland,FIN,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,9.8441342864,..,..,..,..,15.5608252312,..,..,..,..,15.5608252312,..,..,..,..,15.5608252312,..,..,..
France,FRA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..,..,..
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
France,FRA,CO2 emissions (kt),EN.ATM.CO2E.KT,376860,371170,376840,377950,380820,371600,362910,358210,343880,347940,333530,336330,336630,304530,310520,312710,316360,309960,..,..
France,FRA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,53.4005781295709,52.8135340747216,52.693992518837,52.4150385403935,52.2971079398512,51.8924519811957,51.685506010111,50.8434654962609,50.8516825886653,49.8363783215558,48.6769865100636,49.0120270700645,48.5435813113108,46.2259230612383,46.4879708722364,..,..,..,..,..
France,FRA,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,28.3235577344,..,..,..,..,27.1312264729,..,..,..,..,24.567101462,..,..,..,..,23.1427821063,..,..,..
French Polynesia,PYF,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
French Polynesia,PYF,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,60.59,62.4,64.33,65.35,67.19,68.85,69.84,71.14,72.06,73.57,74.64,75.75,76.53,77.3,78.13,79.12,..,..,..,..
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,77.1381225585938,77.8638534545898,78.5801239013672,79.2857437133789,81.6,80.6645431518555,81.346321105957,82.0312881469727,82.7256698608398,89.4856643676758,88.8774795532227,89.3,86.4,86.9899520874023,87.3296737670898,88.1603698730469,86.27,89.8418426513672,90.6852569580078,..
