DBCODE,ENTITY,YEAR,SITECODE,SECTION,REACH,PASS,UNITNUM,UNITTYPE,VERT_INDEX,PITNUMBER,SPECIES,LENGTH1,LENGTH2,WEIGHT,CLIP,SAMPLEDATE,NOTES
AS006,1,1990,MACKOG-M,OG,M,1,8,SC,2,,ONCL,42,,0.6,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,8,SC,3,,ONCL,37,,0.4,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,8,SC,4,,ONCL,83,,4.95,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,8,SC,5,,ONCL,94,,7.8,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,9,C,1,,ONCL,97,,7.15,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,9,C,2,,ONCL,108,,10.15,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,9,C,3,,ONCL,73,,3.25,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,9,C,4,,ONCL,126,,16.6,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,9,C,5,,ONCL,91,,6.55,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,9,C,6,,ONCL,93,,6.55,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,9,C,7,,ONCL,94,,8.25,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,10,P,1,,ONCL,132,,19.95,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,10,P,2,,ONCL,43,,0.7,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,10,P,3,,ONCL,89,,5.9,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,10,P,4,,ONCL,86,,8.9,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,10,P,5,,ONCL,92,,7.2,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,10,P,6,,ONCL,133,,22.1,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,10,P,7,,ONCL,35,,0.45,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,10,P,8,,ONCL,65,,3.45,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,10,P,9,,ONCL,97,,8.5,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,10,P,10,,ONCL,99,,8.2,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,10,P,11,,ONCL,121,,15.5,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,10,P,12,,ONCL,125,,17.5,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,1,,ONCL,45,,0.75,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,2,,ONCL,41,,0.65,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,3,,ONCL,113,,12.35,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,4,,ONCL,87,,6.05,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,5,,ONCL,98,,8.2,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,6,,ONCL,89,,6.1,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,7,,ONCL,80,,5.45,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,8,,ONCL,134,,22,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,9,,ONCL,38,,0.5,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,10,,ONCL,123,,17,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,11,,ONCL,139,,24.9,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,12,,ONCL,130,,18.6,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,13,,ONCL,117,,14.25,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,14,,ONCL,102,,8.7,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,1,11,C,15,,ONCL,96,,8.1,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,7,P,1,,ONCL,89,,6.75,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,7,P,2,,ONCL,122,,16.2,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,7,P,3,,ONCL,113,,12.9,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,7,P,4,,ONCL,170,,42.45,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,9,C,1,,ONCL,36,,0.4,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,9,C,2,,ONCL,126,,17.85,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,9,C,3,,ONCL,85,,5.95,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,9,C,4,,ONCL,116,,15.65,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,10,P,1,,ONCL,136,,20.25,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,11,C,1,,ONCL,46,,0.95,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,11,C,2,,ONCL,41,,0.6,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,11,C,3,,ONCL,119,,14.9,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,11,C,4,,ONCL,44,,0.75,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,11,C,5,,ONCL,87,,7.15,NONE,8/16/90,
AS006,1,1990,MACKOG-M,OG,M,2,11,C,6,,ONCL,127,,19.9,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,1,,ONCL,37,,0.55,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,2,,ONCL,124,,16,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,3,,ONCL,82,,5.95,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,4,,ONCL,100,,9.05,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,5,,ONCL,86,,5.85,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,6,,ONCL,45,,0.85,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,7,,ONCL,41,,1,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,8,,ONCL,96,,7.45,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,9,,ONCL,109,,11.8,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,10,,ONCL,104,,11.35,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,11,,ONCL,73,,4.55,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,12,,ONCL,122,,15.25,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,13,,ONCL,114,,11.75,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,14,,ONCL,114,,12.8,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,15,,ONCL,92,,6.9,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,16,,ONCL,125,,16.8,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,17,,ONCL,97,,7.45,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,18,,ONCL,42,,0.75,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,19,,ONCL,35,,0.45,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,20,,ONCL,40,,0.8,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,21,,ONCL,91,,7.25,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,22,,ONCL,140,,24,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,23,,ONCL,83,,5.2,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,24,,ONCL,31,,0.4,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,25,,ONCL,34,,0.45,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,26,,ONCL,138,,19.9,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,27,,ONCL,116,,15.2,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,11,C,28,,ONCL,142,,22.7,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,13,SC,1,,ONCL,102,,9.2,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,14,IP,1,,ONCL,106,,13.75,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,1,,ONCL,128,,19.85,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,2,,ONCL,156,,34.2,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,3,,ONCL,81,,4.9,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,4,,ONCL,124,,19.5,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,5,,ONCL,44,,0.75,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,6,,ONCL,152,,30.75,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,7,,ONCL,100,,8.15,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,8,,ONCL,95,,7.6,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,9,,ONCL,137,,22,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,10,,ONCL,77,,5.35,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,11,,ONCL,123,,16.55,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,12,,ONCL,114,,13.4,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,13,,ONCL,85,,5.2,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,14,,ONCL,37,,0.45,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,15,,ONCL,84,,6.65,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,16,,ONCL,158,,34.95,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,17,,ONCL,106,,13,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,15,R,18,,ONCL,92,,7.2,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,1,,ONCL,36,,0.5,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,2,,ONCL,39,,0.6,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,3,,ONCL,35,,0.4,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,4,,ONCL,92,,7.65,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,5,,ONCL,39,,0.55,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,6,,ONCL,40,,0.65,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,7,,ONCL,89,,6.3,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,8,,ONCL,113,,11.75,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,9,,ONCL,118,,14.45,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,10,,ONCL,154,,34.9,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,11,,ONCL,42,,0.75,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,12,,ONCL,38,,0.5,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,13,,ONCL,97,,8.7,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,14,,ONCL,116,,14.5,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,15,,ONCL,35,,0.5,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,16,,ONCL,80,,4.85,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,17,,ONCL,120,,16.5,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,18,,ONCL,93,,6.95,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,1,16,C,19,,ONCL,141,,23.2,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,2,11,C,1,,ONCL,37,,0.6,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,2,11,C,2,,ONCL,37,,0.5,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,2,11,C,3,,ONCL,139,,25,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,2,11,C,4,,ONCL,40,,0.65,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,2,11,C,5,,ONCL,91,,8.05,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,2,11,C,6,,ONCL,140,,24.65,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,2,15,R,1,,ONCL,88,,6.65,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,2,15,R,2,,ONCL,82,,6,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,2,15,R,3,,ONCL,135,,23.1,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,2,15,R,4,,ONCL,79,,4.8,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,2,15,R,5,,ONCL,80,,4.75,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,2,15,R,6,,ONCL,88,,6.85,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,2,16,C,1,,ONCL,44,,0.8,NONE,8/16/90,
AS006,1,1990,MACKOG-U,OG,U,2,16,C,2,,ONCL,127,,20.3,NONE,8/16/90,
AS006,1,1991,MACKCC-L,CC,L,1,1,P,1,,ONCL,80,,4.6,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,1,P,2,,ONCL,82,,5,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,1,P,3,,ONCL,96,,7.6,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,1,P,4,,ONCL,97,,7.55,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,1,P,5,,ONCL,92,,7.85,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,1,P,6,,ONCL,141,,25.55,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,1,P,7,,ONCL,165,,41.35,NONE,9/5/91,scale sample taken
AS006,1,1991,MACKCC-L,CC,L,1,1,P,8,,ONCL,81,,5.25,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,1,P,9,,ONCL,98,,8.65,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,1,P,10,,ONCL,100,,8.4,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,1,P,11,,ONCL,105,,9.1,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,1,P,12,,ONCL,102,,10.5,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,1,P,13,,ONCL,182,,60,NONE,9/5/91,scale sample taken
AS006,1,1991,MACKCC-L,CC,L,1,1,P,14,,ONCL,135,,24,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,1,,ONCL,160,,37.15,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,2,,ONCL,105,,12.15,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,3,,ONCL,100,,9.05,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,4,,ONCL,90,,7.3,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,5,,ONCL,50,,1.25,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,6,,ONCL,44,,0.85,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,7,,ONCL,50,,1.35,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,8,,ONCL,53,,1.4,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,9,,ONCL,58,,1.8,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,10,,ONCL,42,,0.6,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,11,,ONCL,103,,9.7,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,12,,ONCL,99,,8.45,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,13,,ONCL,130,,22.05,NONE,9/5/91,scale sample taken
AS006,1,1991,MACKCC-L,CC,L,1,2,C,14,,ONCL,45,,1.05,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,15,,ONCL,38,,0.65,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,16,,ONCL,49,,1.2,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,17,,ONCL,52,,1.45,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,18,,ONCL,46,,1,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,19,,ONCL,93,,8.2,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,20,,ONCL,118,,14.3,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,21,,ONCL,85,,5.2,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,22,,ONCL,142,,25.1,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,23,,ONCL,55,,1.65,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,24,,ONCL,99,,7.7,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,25,,ONCL,87,,5.6,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,26,,ONCL,101,,9.55,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,27,,ONCL,99,,9.25,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,28,,ONCL,126,,15.95,NONE,9/5/91,scale sample taken
AS006,1,1991,MACKCC-L,CC,L,1,2,C,29,,ONCL,60,,1.9,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,30,,ONCL,51,,1.15,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,31,,ONCL,85,,6.45,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,32,,ONCL,39,,0.5,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,33,,ONCL,114,,19.25,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,34,,ONCL,45,,1,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,35,,ONCL,133,,20.3,NONE,9/5/91,scale sample taken
AS006,1,1991,MACKCC-L,CC,L,1,2,C,36,,ONCL,95,,6.85,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,37,,ONCL,133,,19.95,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,38,,ONCL,120,,16.65,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,2,C,39,,ONCL,103,,9.75,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,3,SC,1,,ONCL,55,,1.5,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,3,SC,2,,ONCL,50,,1.35,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,3,SC,3,,ONCL,78,,4.85,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,3,SC,4,,ONCL,95,,7.15,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,3,SC,5,,ONCL,84,,4.95,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,3,SC,6,,ONCL,86,,7.1,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,3,SC,7,,ONCL,38,,0.5,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,4,P,1,,ONCL,53,,1.3,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,4,P,2,,ONCL,91,,7.3,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,4,P,3,,ONCL,94,,6.65,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,4,P,4,,ONCL,150,,35.25,NONE,9/5/91,scale sample taken
AS006,1,1991,MACKCC-L,CC,L,1,4,P,5,,ONCL,45,,0.95,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,4,P,6,,ONCL,37,,0.55,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,4,P,7,,ONCL,88,,6.85,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,4,P,8,,ONCL,54,,1.8,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,4,P,9,,ONCL,48,,0.75,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,4,P,10,,ONCL,56,,2.1,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,4,P,11,,ONCL,49,,1.05,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,4,P,12,,ONCL,95,,7.75,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,4,P,13,,ONCL,102,,9.45,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,4,P,14,,ONCL,130,,19.1,NONE,9/5/91,scale sample taken
AS006,1,1991,MACKCC-L,CC,L,1,5,C,1,,ONCL,50,,1.15,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,5,C,2,,ONCL,48,,1,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,5,C,3,,ONCL,55,,1.65,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,5,C,4,,ONCL,80,,4.95,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,5,C,5,,ONCL,101,,9.1,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,5,C,6,,ONCL,56,,1.85,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,5,C,7,,ONCL,85,,6.4,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,5,C,8,,ONCL,50,,1.15,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,5,C,9,,ONCL,54,,1.65,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,5,C,10,,ONCL,114,,16.9,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,1,,ONCL,160,,39.55,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,2,,ONCL,109,,13.1,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,3,,ONCL,85,,6.5,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,4,,ONCL,90,,6.45,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,5,,ONCL,81,,4.55,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,6,,ONCL,58,,1.75,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,7,,ONCL,150,,30.85,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,8,,ONCL,110,,12.05,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,9,,ONCL,87,,5.85,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,10,,ONCL,95,,7.2,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,11,,ONCL,111,,11.6,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,12,,ONCL,90,,7.35,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,13,,ONCL,47,,1,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,14,,ONCL,52,,1.25,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,15,,ONCL,50,,1.25,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,16,,ONCL,43,,0.85,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,17,,ONCL,45,,1.1,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,18,,ONCL,40,,0.65,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,19,,ONCL,47,,1.1,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,20,,ONCL,31,,0.45,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,21,,ONCL,45,,0.8,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,22,,ONCL,93,,6.9,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,23,,ONCL,143,,24.6,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,24,,ONCL,90,,6.3,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,25,,ONCL,58,,2.1,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,26,,ONCL,54,,1.75,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,27,,ONCL,52,,1.35,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,28,,ONCL,52,,1.25,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,29,,ONCL,45,,0.9,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,30,,ONCL,45,,0.85,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,31,,ONCL,55,,1.55,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,32,,ONCL,44,,0.9,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,33,,ONCL,33,,0.35,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,1,6,SC,34,,ONCL,95,,8.65,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,2,1,P,1,,ONCL,45,,1.05,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,2,1,P,2,,ONCL,87,,5.65,NONE,9/5/91,
AS006,1,1991,MACKCC-L,CC,L,2,1,P,3,,ONCL,85,,5.35,NONE,9/5/91,
